,Batter,Batter_Handedness,Pitcher_Handedness,Stadium,Batter_Home,Date,Position_In_Lineup,Pitcher,Batting_Average,Number_Of_Plate_Appearances,Batter_Age,Batter_Exp,Pitcher_Age,Pitcher_Exp,Number_Of_Hits,ERA,Stadium_Turf,Stadium_Dome,Difference_Batter_And_Pitcher,Hit,No_Hit,DateTime,Hit_Prob
32,318,3,0,NYY,0,2015-04-06,6,228,0.0,4,36,12,30,5,0,1.5,0,0,1,0,1,2015-04-06,0.0
33,49,0,0,NYY,0,2015-04-06,7,228,0.5,3,45,22,30,5,1,1.5,0,0,0,1,0,2015-04-06,0.3333333333333333
34,397,1,0,NYY,0,2015-04-06,8,228,0.0,3,37,12,30,5,0,1.5,0,0,1,0,1,2015-04-06,0.0
35,358,1,0,NYY,0,2015-04-06,9,228,0.0,3,30,9,30,5,0,1.5,0,0,1,0,1,2015-04-06,0.0
36,16,3,1,DET,1,2015-04-06,1,204,0.0,4,30,7,35,12,0,0.0,0,0,1,0,1,2015-04-06,0.0
37,52,0,1,DET,1,2015-04-06,2,204,0.25,4,33,9,35,12,1,0.0,0,0,1,1,0,2015-04-06,0.25
38,362,1,1,DET,1,2015-04-06,3,204,0.25,4,37,15,35,12,1,0.0,0,0,0,1,0,2015-04-06,0.25
39,838,0,1,DET,1,2015-04-06,4,204,0.0,4,45,19,35,12,0,0.0,0,0,1,0,1,2015-04-06,0.0
40,393,3,1,DET,1,2015-04-06,5,204,0.333,3,30,4,35,12,1,0.0,0,0,1,1,0,2015-04-06,0.3333333333333333
41,183,0,1,DET,1,2015-04-06,6,204,0.0,3,34,9,35,12,0,0.0,0,0,1,0,1,2015-04-06,0.0
42,711,1,1,DET,1,2015-04-06,7,204,0.0,3,29,4,35,12,0,0.0,0,0,0,0,1,2015-04-06,0.0
43,39,0,1,DET,1,2015-04-06,8,204,0.333,3,37,14,35,12,1,0.0,0,0,1,1,0,2015-04-06,0.3333333333333333
44,723,1,1,DET,1,2015-04-06,9,204,0.5,2,34,6,35,12,1,0.0,0,0,0,1,0,2015-04-06,0.5
45,819,0,0,DET,0,2015-04-06,1,144,0.0,4,40,14,34,12,0,6.0,0,0,0,0,1,2015-04-06,0.0
46,670,0,0,DET,0,2015-04-06,2,144,0.5,4,38,14,34,12,2,6.0,0,0,0,1,0,2015-04-06,0.5
47,505,0,0,DET,0,2015-04-06,3,144,0.0,4,37,18,34,12,0,6.0,0,0,0,0,1,2015-04-06,0.0
48,534,3,0,DET,0,2015-04-06,4,144,0.25,4,42,16,34,12,1,6.0,0,0,1,1,0,2015-04-06,0.25
49,553,0,0,DET,0,2015-04-06,5,144,0.25,4,33,10,34,12,1,6.0,0,0,0,1,0,2015-04-06,0.25
50,89,0,0,DET,0,2015-04-06,6,144,0.5,4,30,3,34,12,2,6.0,0,0,0,1,0,2015-04-06,0.5
52,688,1,0,DET,0,2015-04-06,8,144,0.667,3,33,12,34,12,2,6.0,0,0,1,1,0,2015-04-06,0.6666666666666666
53,296,0,0,DET,0,2015-04-06,9,144,0.667,3,30,3,34,12,2,6.0,0,0,0,1,0,2015-04-06,0.6666666666666666
54,582,1,0,MIL,1,2015-04-06,1,176,0.2,5,34,10,42,16,1,21.6,0,1,1,1,0,2015-04-06,0.2
55,751,1,0,MIL,1,2015-04-06,2,176,0.5,4,35,12,42,16,2,21.6,0,1,1,1,0,2015-04-06,0.5
56,549,0,0,MIL,1,2015-04-06,3,176,0.6,5,36,13,42,16,3,21.6,0,1,0,1,0,2015-04-06,0.6
57,690,1,0,MIL,1,2015-04-06,4,176,0.0,5,39,14,42,16,0,21.6,0,1,1,0,1,2015-04-06,0.0
58,631,0,0,MIL,1,2015-04-06,5,176,0.75,5,29,8,42,16,3,21.6,0,1,0,1,0,2015-04-06,0.6
59,78,1,0,MIL,1,2015-04-06,6,176,0.4,5,31,8,42,16,2,21.6,0,1,1,1,0,2015-04-06,0.4
60,735,0,0,MIL,1,2015-04-06,7,176,0.2,5,37,12,42,16,1,21.6,0,1,0,1,0,2015-04-06,0.2
61,62,0,0,MIL,1,2015-04-06,8,176,0.4,5,32,10,42,16,2,21.6,0,1,0,1,0,2015-04-06,0.4
62,365,0,0,MIL,1,2015-04-06,9,176,0.667,4,36,10,42,16,2,21.6,0,1,0,1,0,2015-04-06,0.5
63,119,0,0,MIL,0,2015-04-06,1,256,0.0,4,35,13,36,10,0,0.0,0,1,0,0,1,2015-04-06,0.0
64,605,0,0,MIL,0,2015-04-06,2,256,0.0,4,34,11,36,10,0,0.0,0,1,0,0,1,2015-04-06,0.0
65,448,0,0,MIL,0,2015-04-06,3,256,0.0,2,37,14,36,10,0,0.0,0,1,0,0,1,2015-04-06,0.0
66,716,0,0,MIL,0,2015-04-06,4,256,0.667,3,42,18,36,10,2,0.0,0,1,0,1,0,2015-04-06,0.6666666666666666
67,45,1,0,MIL,0,2015-04-06,5,256,0.75,4,37,12,36,10,3,0.0,0,1,1,1,0,2015-04-06,0.75
68,471,0,0,MIL,0,2015-04-06,6,256,0.25,4,33,8,36,10,1,0.0,0,1,0,1,0,2015-04-06,0.25
69,195,1,0,MIL,0,2015-04-06,7,256,0.0,4,30,7,36,10,0,0.0,0,1,1,0,1,2015-04-06,0.0
70,290,0,0,MIL,0,2015-04-06,8,256,0.333,3,30,9,36,10,1,0.0,0,1,0,1,0,2015-04-06,0.3333333333333333
71,663,0,0,MIL,0,2015-04-06,9,256,1.0,1,42,16,36,10,1,0.0,0,1,0,1,0,2015-04-06,1.0
72,457,0,1,PHI,1,2015-04-06,1,75,0.5,5,28,7,37,15,2,7.2,0,0,1,1,0,2015-04-06,0.4
73,282,0,1,PHI,1,2015-04-06,2,75,0.6,5,37,14,37,15,3,7.2,0,0,1,1,0,2015-04-06,0.6
74,398,1,1,PHI,1,2015-04-06,3,75,0.0,4,45,20,37,15,0,7.2,0,0,0,0,1,2015-04-06,0.0
75,860,0,1,PHI,1,2015-04-06,4,75,0.5,5,37,15,37,15,2,7.2,0,0,1,1,0,2015-04-06,0.4
76,831,3,1,PHI,1,2015-04-06,5,75,0.0,5,34,13,37,15,0,7.2,0,0,1,0,1,2015-04-06,0.0
77,506,3,1,PHI,1,2015-04-06,6,75,0.0,5,40,12,37,15,0,7.2,0,0,1,0,1,2015-04-06,0.0
78,627,0,1,PHI,1,2015-04-06,7,75,0.0,4,28,8,37,15,0,7.2,0,0,1,0,1,2015-04-06,0.0
79,34,0,1,PHI,1,2015-04-06,8,75,0.333,4,40,11,37,15,1,7.2,0,0,1,1,0,2015-04-06,0.25
80,21,1,1,PHI,1,2015-04-06,9,75,0.0,3,36,13,37,15,0,7.2,0,0,0,0,1,2015-04-06,0.0
81,566,1,0,PHI,0,2015-04-06,1,283,0.0,4,32,8,36,13,0,0.0,0,0,1,0,1,2015-04-06,0.0
82,515,1,0,PHI,0,2015-04-06,2,283,0.0,4,29,5,36,13,0,0.0,0,0,1,0,1,2015-04-06,0.0
83,90,1,0,PHI,0,2015-04-06,3,283,0.0,4,42,16,36,13,0,0.0,0,0,1,0,1,2015-04-06,0.0
84,47,1,0,PHI,0,2015-04-06,4,283,0.25,4,41,13,36,13,1,0.0,0,0,1,1,0,2015-04-06,0.25
85,817,0,0,PHI,0,2015-04-06,5,283,0.5,4,41,12,36,13,1,0.0,0,0,0,1,0,2015-04-06,0.25
86,586,1,0,PHI,0,2015-04-06,6,283,0.333,3,38,10,36,13,1,0.0,0,0,1,1,0,2015-04-06,0.3333333333333333
87,804,1,0,PHI,0,2015-04-06,7,283,0.0,3,30,5,36,13,0,0.0,0,0,1,0,1,2015-04-06,0.0
88,160,3,0,PHI,0,2015-04-06,8,283,0.0,3,31,9,36,13,0,0.0,0,0,1,0,1,2015-04-06,0.0
89,547,1,0,PHI,0,2015-04-06,9,283,0.0,1,37,15,36,13,0,0.0,0,0,1,0,1,2015-04-06,0.0
90,1,1,0,TB,1,2015-04-06,1,302,0.2,5,36,10,32,8,1,4.76,1,2,1,1,0,2015-04-06,0.2
91,388,0,0,TB,1,2015-04-06,2,302,0.0,4,28,9,32,8,0,4.76,1,2,0,0,1,2015-04-06,0.0
92,614,0,0,TB,1,2015-04-06,3,302,0.0,4,35,14,32,8,0,4.76,1,2,0,0,1,2015-04-06,0.0
93,753,0,0,TB,1,2015-04-06,4,302,0.333,4,37,13,32,8,1,4.76,1,2,0,1,0,2015-04-06,0.25
94,357,1,0,TB,1,2015-04-06,5,302,0.75,4,32,8,32,8,3,4.76,1,2,1,1,0,2015-04-06,0.75
95,245,0,0,TB,1,2015-04-06,6,302,0.0,4,35,10,32,8,0,4.76,1,2,0,0,1,2015-04-06,0.0
96,811,1,0,TB,1,2015-04-06,7,302,0.25,4,34,8,32,8,1,4.76,1,2,1,1,0,2015-04-06,0.25
97,680,0,0,TB,1,2015-04-06,8,302,0.25,4,29,8,32,8,1,4.76,1,2,0,1,0,2015-04-06,0.25
98,96,0,0,TB,1,2015-04-06,9,302,0.25,4,34,7,32,8,1,4.76,1,2,0,1,0,2015-04-06,0.25
100,830,0,0,TB,0,2015-04-06,2,58,0.25,4,31,6,32,10,1,1.35,1,2,0,1,0,2015-04-06,0.25
101,563,3,0,TB,0,2015-04-06,3,58,0.25,4,35,14,32,10,1,1.35,1,2,1,1,0,2015-04-06,0.25
102,687,0,0,TB,0,2015-04-06,4,58,0.25,4,35,13,32,10,1,1.35,1,2,0,1,0,2015-04-06,0.25
103,346,1,0,TB,0,2015-04-06,5,58,0.0,3,36,11,32,10,0,1.35,1,2,1,0,1,2015-04-06,0.0
104,839,0,0,TB,0,2015-04-06,6,58,0.333,4,34,7,32,10,1,1.35,1,2,0,1,0,2015-04-06,0.25
105,460,0,0,TB,0,2015-04-06,7,58,0.0,4,37,12,32,10,0,1.35,1,2,0,0,1,2015-04-06,0.0
106,835,0,0,TB,0,2015-04-06,8,58,0.25,4,33,10,32,10,1,1.35,1,2,0,1,0,2015-04-06,0.25
107,785,1,0,TB,0,2015-04-06,9,58,0.333,3,30,8,32,10,1,1.35,1,2,1,1,0,2015-04-06,0.3333333333333333
108,192,1,0,WSH,1,2015-04-06,1,167,0.0,5,39,16,36,13,0,0.0,0,0,1,0,1,2015-04-06,0.0
109,656,0,0,WSH,1,2015-04-06,2,167,0.0,4,38,14,36,13,0,0.0,0,0,0,0,1,2015-04-06,0.0
110,244,1,0,WSH,1,2015-04-06,3,167,0.5,4,34,10,36,13,2,0.0,0,0,1,1,0,2015-04-06,0.5
111,497,0,0,WSH,1,2015-04-06,4,167,0.25,4,41,15,36,13,1,0.0,0,0,0,1,0,2015-04-06,0.25
112,816,1,0,WSH,1,2015-04-06,5,167,0.0,4,35,12,36,13,0,0.0,0,0,1,0,1,2015-04-06,0.0
113,67,0,0,WSH,1,2015-04-06,6,167,0.0,4,31,8,36,13,0,0.0,0,0,0,0,1,2015-04-06,0.0
115,857,0,0,WSH,1,2015-04-06,8,167,0.0,4,29,8,36,13,0,0.0,0,0,0,0,1,2015-04-06,0.0
116,736,0,0,WSH,1,2015-04-06,9,167,0.0,2,47,21,36,13,0,0.0,0,0,0,0,1,2015-04-06,0.0
117,731,0,0,WSH,0,2015-04-06,1,266,0.25,4,29,7,47,21,1,1.5,0,0,0,1,0,2015-04-06,0.25
118,833,0,0,WSH,0,2015-04-06,2,266,0.0,4,38,11,47,21,0,1.5,0,0,0,0,1,2015-04-06,0.0
119,355,1,0,WSH,0,2015-04-06,3,266,0.5,4,28,9,47,21,2,1.5,0,0,1,1,0,2015-04-06,0.5
120,639,0,0,WSH,0,2015-04-06,4,266,0.0,4,36,15,47,21,0,1.5,0,0,0,0,1,2015-04-06,0.0
121,305,0,0,WSH,0,2015-04-06,5,266,0.0,4,33,11,47,21,0,1.5,0,0,0,0,1,2015-04-06,0.0
122,519,0,0,WSH,0,2015-04-06,6,266,0.0,3,35,11,47,21,0,1.5,0,0,0,0,1,2015-04-06,0.0
123,332,0,0,WSH,0,2015-04-06,7,266,0.0,3,40,10,47,21,0,1.5,0,0,0,0,1,2015-04-06,0.0
124,46,0,0,WSH,0,2015-04-06,8,266,0.0,3,33,5,47,21,0,1.5,0,0,0,0,1,2015-04-06,0.0
125,316,0,0,WSH,0,2015-04-06,9,266,0.0,2,36,13,47,21,0,1.5,0,0,0,0,1,2015-04-06,0.0
126,635,1,0,SEA,1,2015-04-06,1,79,0.0,4,33,9,34,15,0,1.29,0,1,1,0,1,2015-04-06,0.0
127,667,0,0,SEA,1,2015-04-06,2,79,0.25,4,29,10,34,15,1,1.29,0,1,0,1,0,2015-04-06,0.25
128,382,0,0,SEA,1,2015-04-06,3,79,0.0,4,40,20,34,15,0,1.29,0,1,0,0,1,2015-04-06,0.0
130,623,0,0,SEA,1,2015-04-06,5,79,0.0,4,37,11,34,15,0,1.29,0,1,0,0,1,2015-04-06,0.0
131,322,3,0,SEA,1,2015-04-06,6,79,0.333,3,36,12,34,15,1,1.29,0,1,1,1,0,2015-04-06,0.3333333333333333
132,319,0,0,SEA,1,2015-04-06,7,79,0.0,3,30,7,34,15,0,1.29,0,1,0,0,1,2015-04-06,0.0
133,739,0,0,SEA,1,2015-04-06,8,79,0.333,3,37,14,34,15,1,1.29,0,1,0,1,0,2015-04-06,0.3333333333333333
134,232,0,0,SEA,1,2015-04-06,9,79,0.333,3,33,7,34,15,1,1.29,0,1,0,1,0,2015-04-06,0.3333333333333333
135,486,0,0,SEA,0,2015-04-06,1,108,0.5,4,33,9,38,12,2,6.0,0,1,0,1,0,2015-04-06,0.5
136,230,1,0,SEA,0,2015-04-06,2,108,1.0,3,38,11,38,12,3,6.0,0,1,1,1,0,2015-04-06,1.0
137,186,1,0,SEA,0,2015-04-06,3,108,0.25,4,38,16,38,12,1,6.0,0,1,1,1,0,2015-04-06,0.25
138,441,0,0,SEA,0,2015-04-06,4,108,0.0,4,40,16,38,12,0,6.0,0,1,0,0,1,2015-04-06,0.0
139,91,1,0,SEA,0,2015-04-06,5,108,0.0,4,33,10,38,12,0,6.0,0,1,1,0,1,2015-04-06,0.0
140,707,1,0,SEA,0,2015-04-06,6,108,0.25,4,33,11,38,12,1,6.0,0,1,1,1,0,2015-04-06,0.25
141,617,0,0,SEA,0,2015-04-06,7,108,0.0,3,29,8,38,12,0,6.0,0,1,0,0,1,2015-04-06,0.0
142,189,1,0,SEA,0,2015-04-06,8,108,0.333,3,32,6,38,12,1,6.0,0,1,1,1,0,2015-04-06,0.3333333333333333
143,414,1,0,SEA,0,2015-04-06,9,108,0.667,3,31,8,38,12,2,6.0,0,1,1,1,0,2015-04-06,0.6666666666666666
144,461,1,0,MIA,0,2015-04-06,1,279,0.25,4,30,3,29,10,1,1.5,1,1,1,1,0,2015-04-06,0.25
145,782,1,0,MIA,0,2015-04-06,2,279,0.0,4,29,8,29,10,0,1.5,1,1,1,0,1,2015-04-06,0.0
146,338,0,0,MIA,0,2015-04-06,3,279,0.25,4,31,11,29,10,1,1.5,1,1,0,1,0,2015-04-06,0.25
148,161,0,0,MIA,0,2015-04-06,5,279,0.5,4,37,14,29,10,2,1.5,1,1,0,1,0,2015-04-06,0.5
149,206,0,0,MIA,0,2015-04-06,6,279,0.667,3,30,8,29,10,2,1.5,1,1,0,1,0,2015-04-06,0.6666666666666666
150,626,3,0,MIA,0,2015-04-06,7,279,0.0,3,35,12,29,10,0,1.5,1,1,1,0,1,2015-04-06,0.0
151,222,0,0,MIA,0,2015-04-06,8,279,0.0,3,31,9,29,10,0,1.5,1,1,0,0,1,2015-04-06,0.0
153,184,1,0,KC,1,2015-04-06,1,27,0.25,4,32,9,29,4,1,1.5,0,0,1,1,0,2015-04-06,0.25
154,725,3,0,KC,1,2015-04-06,2,27,0.25,4,36,15,29,4,1,1.5,0,0,1,1,0,2015-04-06,0.25
155,610,0,0,KC,1,2015-04-06,3,27,0.333,4,30,3,29,4,1,1.5,0,0,0,1,0,2015-04-06,0.25
156,726,1,0,KC,1,2015-04-06,4,27,0.0,4,41,12,29,4,0,1.5,0,0,1,0,1,2015-04-06,0.0
157,214,0,0,KC,1,2015-04-06,5,27,0.0,3,29,9,29,4,0,1.5,0,0,0,0,1,2015-04-06,0.0
158,658,0,0,KC,1,2015-04-06,6,27,0.0,3,30,3,29,4,0,1.5,0,0,0,0,1,2015-04-06,0.0
159,426,1,0,KC,1,2015-04-06,7,27,0.5,3,33,8,29,4,1,1.5,0,0,1,1,0,2015-04-06,0.3333333333333333
160,847,0,0,KC,1,2015-04-06,8,27,0.0,2,34,12,29,4,0,1.5,0,0,0,0,1,2015-04-06,0.0
161,507,1,0,KC,1,2015-04-06,9,27,0.333,3,30,3,29,4,1,1.5,0,0,1,1,0,2015-04-06,0.3333333333333333
162,337,0,0,KC,0,2015-04-06,1,207,0.5,5,34,11,35,13,2,7.5,0,0,0,1,0,2015-04-06,0.4
163,323,1,0,KC,0,2015-04-06,2,207,0.667,5,32,10,35,13,2,7.5,0,0,1,1,0,2015-04-06,0.4
164,19,0,0,KC,0,2015-04-06,3,207,0.25,5,34,11,35,13,1,7.5,0,0,0,1,0,2015-04-06,0.2
165,120,1,0,KC,0,2015-04-06,4,207,0.2,5,31,10,35,13,1,7.5,0,0,1,1,0,2015-04-06,0.2
166,480,3,0,KC,0,2015-04-06,5,207,0.5,5,37,13,35,13,1,7.5,0,0,1,1,0,2015-04-06,0.2
167,339,1,0,KC,0,2015-04-06,6,207,0.25,5,36,14,35,13,1,7.5,0,0,1,1,0,2015-04-06,0.2
168,110,0,0,KC,0,2015-04-06,7,207,0.75,4,39,12,35,13,3,7.5,0,0,0,1,0,2015-04-06,0.75
169,595,0,0,KC,0,2015-04-06,8,207,0.5,4,30,9,35,13,2,7.5,0,0,0,1,0,2015-04-06,0.5
170,283,0,0,KC,0,2015-04-06,9,207,0.0,4,39,15,35,13,0,7.5,0,0,0,0,1,2015-04-06,0.0
171,757,0,0,CIN,1,2015-04-06,1,168,0.5,4,33,10,34,13,2,0.0,0,0,0,1,0,2015-04-06,0.5
172,29,1,0,CIN,1,2015-04-06,2,168,0.25,4,29,7,34,13,1,0.0,0,0,1,1,0,2015-04-06,0.25
173,364,0,0,CIN,1,2015-04-06,3,168,0.5,4,34,12,34,13,2,0.0,0,0,0,1,0,2015-04-06,0.5
174,240,3,0,CIN,1,2015-04-06,4,168,0.25,4,35,12,34,13,1,0.0,0,0,1,1,0,2015-04-06,0.25
175,551,0,0,CIN,1,2015-04-06,5,168,0.0,4,32,9,34,13,0,0.0,0,0,0,0,1,2015-04-06,0.0
176,155,1,0,CIN,1,2015-04-06,6,168,0.0,3,33,9,34,13,0,0.0,0,0,1,0,1,2015-04-06,0.0
177,608,0,0,CIN,1,2015-04-06,7,168,0.333,4,34,13,34,13,1,0.0,0,0,0,1,0,2015-04-06,0.25
178,487,0,0,CIN,1,2015-04-06,8,168,0.0,4,34,9,34,13,0,0.0,0,0,0,0,1,2015-04-06,0.0
179,156,1,0,CIN,1,2015-04-06,9,168,0.0,2,37,14,34,13,0,0.0,0,0,1,0,1,2015-04-06,0.0
180,538,3,1,CIN,0,2015-04-06,1,217,0.25,4,30,8,37,14,1,2.57,0,0,1,1,0,2015-04-06,0.25
181,597,1,1,CIN,0,2015-04-06,2,217,0.5,4,37,14,37,14,2,2.57,0,0,0,1,0,2015-04-06,0.5
182,170,0,1,CIN,0,2015-04-06,3,217,0.25,4,34,10,37,14,1,2.57,0,0,1,1,0,2015-04-06,0.25
183,556,0,1,CIN,0,2015-04-06,4,217,0.0,4,32,8,37,14,0,2.57,0,0,1,0,1,2015-04-06,0.0
184,48,0,1,CIN,0,2015-04-06,5,217,0.0,4,43,15,37,14,0,2.57,0,0,1,0,1,2015-04-06,0.0
185,307,1,1,CIN,0,2015-04-06,6,217,0.5,3,33,13,37,14,1,2.57,0,0,0,1,0,2015-04-06,0.3333333333333333
186,167,0,1,CIN,0,2015-04-06,7,217,0.0,3,39,17,37,14,0,2.57,0,0,1,0,1,2015-04-06,0.0
187,384,0,1,CIN,0,2015-04-06,8,217,0.0,3,35,9,37,14,0,2.57,0,0,1,0,1,2015-04-06,0.0
188,712,0,1,CIN,0,2015-04-06,9,217,0.0,2,34,13,37,14,0,2.57,0,0,1,0,1,2015-04-06,0.0
189,435,0,1,LAD,1,2015-04-06,1,68,0.0,4,30,8,32,13,0,4.5,0,0,1,0,1,2015-04-06,0.0
190,747,0,1,LAD,1,2015-04-06,2,68,0.5,4,31,6,32,13,2,4.5,0,0,1,1,0,2015-04-06,0.5
191,638,0,1,LAD,1,2015-04-06,3,68,0.5,4,36,15,32,13,2,4.5,0,0,1,1,0,2015-04-06,0.5
192,268,0,1,LAD,1,2015-04-06,4,68,0.25,4,33,14,32,13,1,4.5,0,0,1,1,0,2015-04-06,0.25
193,464,0,1,LAD,1,2015-04-06,5,68,0.0,4,32,6,32,13,0,4.5,0,0,1,0,1,2015-04-06,0.0
194,310,0,1,LAD,1,2015-04-06,6,68,0.5,4,32,8,32,13,1,4.5,0,0,1,1,0,2015-04-06,0.25
195,418,1,1,LAD,1,2015-04-06,7,68,0.0,4,33,10,32,13,0,4.5,0,0,0,0,1,2015-04-06,0.0
196,840,0,1,LAD,1,2015-04-06,8,68,0.333,3,41,13,32,13,1,4.5,0,0,1,1,0,2015-04-06,0.3333333333333333
197,580,0,1,LAD,1,2015-04-06,9,68,0.0,2,39,13,32,13,0,4.5,0,0,1,0,1,2015-04-06,0.0
198,105,3,0,LAD,0,2015-04-06,1,64,0.5,5,42,17,39,13,2,3.0,0,0,1,1,0,2015-04-06,0.4
199,684,0,0,LAD,0,2015-04-06,2,64,0.0,5,30,7,39,13,0,3.0,0,0,0,0,1,2015-04-06,0.0
200,181,1,0,LAD,0,2015-04-06,3,64,0.6,5,38,15,39,13,3,3.0,0,0,1,1,0,2015-04-06,0.6
201,530,0,0,LAD,0,2015-04-06,4,64,0.5,4,37,15,39,13,2,3.0,0,0,0,1,0,2015-04-06,0.5
202,660,1,0,LAD,0,2015-04-06,5,64,0.333,3,39,15,39,13,1,3.0,0,0,1,1,0,2015-04-06,0.3333333333333333
203,325,0,0,LAD,0,2015-04-06,6,64,0.0,4,41,16,39,13,0,3.0,0,0,0,0,1,2015-04-06,0.0
204,510,1,0,LAD,0,2015-04-06,7,64,0.333,4,28,7,39,13,1,3.0,0,0,1,1,0,2015-04-06,0.25
205,721,0,0,LAD,0,2015-04-06,8,64,0.0,4,39,11,39,13,0,3.0,0,0,0,0,1,2015-04-06,0.0
206,489,1,0,LAD,0,2015-04-06,9,64,0.0,2,32,13,39,13,0,3.0,0,0,1,0,1,2015-04-06,0.0
207,168,1,1,HOU,1,2015-04-06,1,225,0.0,4,38,11,32,9,0,0.0,0,1,0,0,1,2015-04-06,0.0
208,218,1,1,HOU,1,2015-04-06,2,225,0.0,4,33,10,32,9,0,0.0,0,1,0,0,1,2015-04-06,0.0
209,436,1,1,HOU,1,2015-04-06,3,225,0.0,4,33,12,32,9,0,0.0,0,1,0,0,1,2015-04-06,0.0
210,562,3,1,HOU,1,2015-04-06,4,225,0.333,4,34,11,32,9,1,0.0,0,1,1,1,0,2015-04-06,0.25
