,Batter,Batter_Handedness,Pitcher_Handedness,Stadium,Batter_Home,Date,Position_In_Lineup,Pitcher,Batting_Average,Number_Of_Plate_Appearances,Batter_Age,Batter_Exp,Pitcher_Age,Pitcher_Exp,Number_Of_Hits,ERA,Stadium_Turf,Stadium_Dome,Difference_Batter_And_Pitcher,Hit,No_Hit,DateTime,Hit_Prob
39,562,1,0,MIN,1,2019-04-13,4,82,0.182,4,27,3,31,7,1,3.0,0,0,1,1,0,2019-04-13,0.25
40,199,0,0,MIN,1,2019-04-13,5,82,0.222,4,31,5,31,7,2,3.0,0,0,0,1,0,2019-04-13,0.5
41,419,0,0,MIN,1,2019-04-13,6,82,0.167,4,26,2,31,7,0,3.0,0,0,0,0,1,2019-04-13,0.0
42,594,0,0,MIN,1,2019-04-13,7,82,0.158,4,28,3,31,7,1,3.0,0,0,0,1,0,2019-04-13,0.25
43,461,0,0,MIN,1,2019-04-13,8,82,0.233,2,34,9,31,7,2,3.0,0,0,0,1,0,2019-04-13,1.0
44,342,0,0,MIN,1,2019-04-13,9,82,0.286,4,28,5,31,7,2,3.0,0,0,0,1,0,2019-04-13,0.5
45,707,1,0,MIN,0,2019-04-13,1,107,0.277,4,27,6,33,10,1,3.5,0,0,1,1,0,2019-04-13,0.25
46,123,3,0,MIN,0,2019-04-13,2,107,0.372,4,27,7,33,10,1,3.5,0,0,1,1,0,2019-04-13,0.25
47,405,0,0,MIN,0,2019-04-13,3,107,0.286,4,40,16,33,10,0,3.5,0,0,0,0,1,2019-04-13,0.0
48,303,1,0,MIN,0,2019-04-13,4,107,0.238,4,29,6,33,10,2,3.5,0,0,1,1,0,2019-04-13,0.5
49,295,0,0,MIN,0,2019-04-13,5,107,0.212,4,30,7,33,10,0,3.5,0,0,0,0,1,2019-04-13,0.0
50,459,3,0,MIN,0,2019-04-13,6,107,0.133,4,31,9,33,10,0,3.5,0,0,1,0,1,2019-04-13,0.0
51,666,0,0,MIN,0,2019-04-13,7,107,0.286,4,29,8,33,10,0,3.5,0,0,0,0,1,2019-04-13,0.0
52,244,1,0,MIN,0,2019-04-13,8,107,0.167,3,33,10,33,10,0,3.5,0,0,1,0,1,2019-04-13,0.0
53,572,0,0,MIN,0,2019-04-13,9,107,0.3,3,27,6,33,10,1,3.5,0,0,0,1,0,2019-04-13,0.3333333333333333
54,629,1,0,CHC,1,2019-04-13,1,71,0.151,5,33,9,31,7,0,5.4,0,0,1,0,1,2019-04-13,0.0
55,583,0,0,CHC,1,2019-04-13,2,71,0.196,5,31,9,31,7,0,5.4,0,0,0,0,1,2019-04-13,0.0
56,222,1,0,CHC,1,2019-04-13,3,71,0.186,5,32,6,31,7,2,5.4,0,0,1,1,0,2019-04-13,0.4
57,590,0,0,CHC,1,2019-04-13,4,71,0.271,5,34,11,31,7,1,5.4,0,0,0,1,0,2019-04-13,0.2
58,373,1,0,CHC,1,2019-04-13,5,71,0.333,5,30,5,31,7,2,5.4,0,0,1,1,0,2019-04-13,0.4
59,786,0,0,CHC,1,2019-04-13,6,71,0.3,5,26,3,31,7,1,5.4,0,0,0,1,0,2019-04-13,0.2
60,323,1,0,CHC,1,2019-04-13,7,71,0.184,4,31,7,31,7,0,5.4,0,0,1,0,1,2019-04-13,0.0
61,357,0,0,CHC,1,2019-04-13,8,71,0.108,4,35,9,31,7,3,5.4,0,0,0,1,0,2019-04-13,0.75
62,204,0,0,CHC,1,2019-04-13,9,71,0.0,2,30,5,31,7,0,5.4,0,0,0,0,1,2019-04-13,0.0
63,661,1,0,CHC,0,2019-04-13,1,76,0.316,5,34,10,30,5,1,5.54,0,0,1,1,0,2019-04-13,0.2
64,352,3,0,CHC,0,2019-04-13,2,76,0.308,5,39,14,30,5,0,5.54,0,0,1,0,1,2019-04-13,0.0
65,445,1,0,CHC,0,2019-04-13,3,76,0.192,5,31,10,30,5,0,5.54,0,0,1,0,1,2019-04-13,0.0
66,376,0,0,CHC,0,2019-04-13,4,76,0.262,5,28,7,30,5,3,5.54,0,0,0,1,0,2019-04-13,0.6
67,87,1,0,CHC,0,2019-04-13,5,76,0.375,5,31,11,30,5,2,5.54,0,0,1,1,0,2019-04-13,0.4
68,732,0,0,CHC,0,2019-04-13,6,76,0.316,5,28,5,30,5,1,5.54,0,0,0,1,0,2019-04-13,0.2
69,309,1,0,CHC,0,2019-04-13,7,76,0.192,5,27,6,30,5,0,5.54,0,0,1,0,1,2019-04-13,0.0
70,16,0,0,CHC,0,2019-04-13,8,76,0.269,4,27,3,30,5,0,5.54,0,0,0,0,1,2019-04-13,0.0
71,799,0,0,CHC,0,2019-04-13,9,76,0.25,2,31,7,30,5,1,5.54,0,0,0,1,0,2019-04-13,0.5
72,484,1,0,TOR,1,2019-04-13,1,276,0.385,4,25,3,36,13,2,1.5,1,1,1,1,0,2019-04-13,0.5
73,234,0,0,TOR,1,2019-04-13,2,276,0.276,4,32,7,36,13,1,1.5,1,1,0,1,0,2019-04-13,0.25
75,339,0,0,TOR,1,2019-04-13,4,276,0.26,4,30,3,36,13,0,1.5,1,1,0,0,1,2019-04-13,0.0
76,60,1,0,TOR,1,2019-04-13,5,276,0.286,4,26,3,36,13,1,1.5,1,1,1,1,0,2019-04-13,0.25
77,200,0,0,TOR,1,2019-04-13,6,276,0.319,4,29,9,36,13,0,1.5,1,1,0,0,1,2019-04-13,0.0
78,768,1,0,TOR,1,2019-04-13,7,276,0.304,4,30,8,36,13,1,1.5,1,1,1,1,0,2019-04-13,0.25
79,608,0,0,TOR,1,2019-04-13,8,276,0.119,3,29,8,36,13,1,1.5,1,1,0,1,0,2019-04-13,0.3333333333333333
80,527,0,0,TOR,1,2019-04-13,9,276,0.25,3,25,3,36,13,1,1.5,1,1,0,1,0,2019-04-13,0.3333333333333333
81,143,3,1,TOR,0,2019-04-13,1,296,0.346,4,31,9,28,5,0,2.16,1,1,1,0,1,2019-04-13,0.0
82,226,3,1,TOR,0,2019-04-13,2,296,0.211,4,34,11,28,5,1,2.16,1,1,1,1,0,2019-04-13,0.25
83,416,0,1,TOR,0,2019-04-13,3,296,0.213,4,28,5,28,5,1,2.16,1,1,1,1,0,2019-04-13,0.25
84,121,0,1,TOR,0,2019-04-13,4,296,0.192,4,29,7,28,5,1,2.16,1,1,1,1,0,2019-04-13,0.25
85,190,0,1,TOR,0,2019-04-13,5,296,0.179,3,27,3,28,5,1,2.16,1,1,1,1,0,2019-04-13,0.3333333333333333
86,444,0,1,TOR,0,2019-04-13,6,296,0.14,3,28,6,28,5,0,2.16,1,1,1,0,1,2019-04-13,0.0
87,517,1,1,TOR,0,2019-04-13,7,296,0.212,3,25,3,28,5,0,2.16,1,1,0,0,1,2019-04-13,0.0
88,406,3,1,TOR,0,2019-04-13,8,296,0.167,3,28,4,28,5,0,2.16,1,1,1,0,1,2019-04-13,0.0
89,729,0,1,TOR,0,2019-04-13,9,296,0.313,3,29,5,28,5,1,2.16,1,1,1,1,0,2019-04-13,0.3333333333333333
90,842,1,0,WSH,1,2019-04-13,1,313,0.275,5,29,5,36,15,0,4.86,0,0,1,0,1,2019-04-13,0.0
91,534,0,0,WSH,1,2019-04-13,2,313,0.226,4,32,9,36,15,0,4.86,0,0,0,0,1,2019-04-13,0.0
92,595,0,0,WSH,1,2019-04-13,3,313,0.214,4,34,13,36,15,0,4.86,0,0,0,0,1,2019-04-13,0.0
93,164,3,0,WSH,1,2019-04-13,4,313,0.292,4,28,5,36,15,1,4.86,0,0,1,1,0,2019-04-13,0.25
94,249,1,0,WSH,1,2019-04-13,5,313,0.273,4,28,5,36,15,1,4.86,0,0,1,1,0,2019-04-13,0.25
95,711,3,0,WSH,1,2019-04-13,6,313,0.432,4,36,15,36,15,3,4.86,0,0,1,1,0,2019-04-13,0.75
96,679,1,0,WSH,1,2019-04-13,7,313,0.286,4,33,7,36,15,1,4.86,0,0,1,1,0,2019-04-13,0.25
97,587,0,0,WSH,1,2019-04-13,8,313,0.231,4,29,5,36,15,1,4.86,0,0,0,1,0,2019-04-13,0.25
98,593,0,0,WSH,1,2019-04-13,9,313,0.143,3,32,8,36,15,1,4.86,0,0,0,1,0,2019-04-13,0.3333333333333333
99,170,1,0,WSH,0,2019-04-13,1,88,0.286,4,32,9,32,8,3,2.0,0,0,1,1,0,2019-04-13,0.75
100,504,0,0,WSH,0,2019-04-13,2,88,0.6,4,37,15,32,8,1,2.0,0,0,0,1,0,2019-04-13,0.25
101,98,0,0,WSH,0,2019-04-13,3,88,0.412,4,30,8,32,8,1,2.0,0,0,0,1,0,2019-04-13,0.25
102,389,1,0,WSH,0,2019-04-13,4,88,0.25,3,22,3,32,8,0,2.0,0,0,1,0,1,2019-04-13,0.0
103,826,1,0,WSH,0,2019-04-13,5,88,0.167,3,32,9,32,8,0,2.0,0,0,1,0,1,2019-04-13,0.0
104,45,0,0,WSH,0,2019-04-13,6,88,0.263,3,37,14,32,8,1,2.0,0,0,0,1,0,2019-04-13,0.3333333333333333
105,533,3,0,WSH,0,2019-04-13,7,88,0.171,3,28,6,32,8,0,2.0,0,0,1,0,1,2019-04-13,0.0
106,542,0,0,WSH,0,2019-04-13,8,88,0.0,2,36,15,32,8,0,2.0,0,0,0,0,1,2019-04-13,0.0
107,134,0,0,WSH,0,2019-04-13,9,88,0.267,3,23,4,32,8,0,2.0,0,0,0,0,1,2019-04-13,0.0
108,575,1,1,SF,1,2019-04-13,1,45,0.233,4,34,10,31,12,1,3.12,0,0,0,1,0,2019-04-13,0.25
109,155,0,1,SF,1,2019-04-13,2,45,0.163,4,26,3,31,12,1,3.12,0,0,1,1,0,2019-04-13,0.25
110,623,0,1,SF,1,2019-04-13,3,45,0.246,4,29,8,31,12,0,3.12,0,0,1,0,1,2019-04-13,0.0
111,415,0,1,SF,1,2019-04-13,4,45,0.241,4,28,5,31,12,1,3.12,0,0,1,1,0,2019-04-13,0.25
112,73,0,1,SF,1,2019-04-13,5,45,0.192,4,37,13,31,12,1,3.12,0,0,1,1,0,2019-04-13,0.25
113,492,0,1,SF,1,2019-04-13,6,45,0.151,3,35,11,31,12,0,3.12,0,0,1,0,1,2019-04-13,0.0
114,621,0,1,SF,1,2019-04-13,7,45,0.0,3,26,1,31,12,0,3.12,0,0,1,0,1,2019-04-13,0.0
115,724,0,1,SF,1,2019-04-13,8,45,0.207,3,37,14,31,12,2,3.12,0,0,1,1,0,2019-04-13,0.6666666666666666
116,784,1,1,SF,1,2019-04-13,9,45,0.0,1,27,4,31,12,0,3.12,0,0,0,0,1,2019-04-13,0.0
117,403,1,1,SF,0,2019-04-13,1,226,0.238,5,27,3,27,4,2,5.4,0,0,0,1,0,2019-04-13,0.4
118,790,3,1,SF,0,2019-04-13,2,226,0.189,5,33,6,27,4,0,5.4,0,0,1,0,1,2019-04-13,0.0
119,148,0,1,SF,0,2019-04-13,3,226,0.161,4,31,8,27,4,1,5.4,0,0,1,1,0,2019-04-13,0.25
120,369,0,1,SF,0,2019-04-13,4,226,0.227,4,33,11,27,4,2,5.4,0,0,1,1,0,2019-04-13,0.5
121,684,0,1,SF,0,2019-04-13,5,226,0.19,4,35,13,27,4,1,5.4,0,0,1,1,0,2019-04-13,0.25
122,821,3,1,SF,0,2019-04-13,6,226,0.304,4,34,13,27,4,1,5.4,0,0,1,1,0,2019-04-13,0.25
123,578,1,1,SF,0,2019-04-13,7,226,0.231,4,30,7,27,4,1,5.4,0,0,0,1,0,2019-04-13,0.25
124,308,0,1,SF,0,2019-04-13,8,226,0.333,3,31,12,27,4,1,5.4,0,0,1,1,0,2019-04-13,0.3333333333333333
125,315,1,1,SF,0,2019-04-13,9,226,0.2,4,33,11,27,4,2,5.4,0,0,0,1,0,2019-04-13,0.5
126,336,0,1,MIA,1,2019-04-13,1,98,0.273,4,34,12,29,4,1,2.65,1,1,1,1,0,2019-04-13,0.25
127,270,0,1,MIA,1,2019-04-13,2,98,0.309,4,30,9,29,4,0,2.65,1,1,1,0,1,2019-04-13,0.0
128,324,1,1,MIA,1,2019-04-13,3,98,0.302,4,28,9,29,4,0,2.65,1,1,0,0,1,2019-04-13,0.0
129,779,0,1,MIA,1,2019-04-13,4,98,0.295,4,27,4,29,4,1,2.65,1,1,1,1,0,2019-04-13,0.25
130,122,0,1,MIA,1,2019-04-13,5,98,0.239,3,29,7,29,4,0,2.65,1,1,1,0,1,2019-04-13,0.0
131,485,1,1,MIA,1,2019-04-13,6,98,0.3,4,29,5,29,4,1,2.65,1,1,0,1,0,2019-04-13,0.25
132,345,3,1,MIA,1,2019-04-13,7,98,0.178,4,30,8,29,4,0,2.65,1,1,1,0,1,2019-04-13,0.0
133,442,0,1,MIA,1,2019-04-13,8,98,0.256,2,28,7,29,4,0,2.65,1,1,1,0,1,2019-04-13,0.0
134,633,0,1,MIA,1,2019-04-13,9,98,0.0,1,26,5,29,4,0,2.65,1,1,1,0,1,2019-04-13,0.0
135,175,1,0,MIA,0,2019-04-13,1,139,0.158,4,39,16,26,5,0,3.94,1,1,1,0,1,2019-04-13,0.0
136,162,0,0,MIA,0,2019-04-13,2,139,0.231,5,27,4,26,5,3,3.94,1,1,0,1,0,2019-04-13,0.6
137,225,3,0,MIA,0,2019-04-13,3,139,0.19,5,35,12,26,5,2,3.94,1,1,1,1,0,2019-04-13,0.4
138,843,0,0,MIA,0,2019-04-13,4,139,0.233,5,30,11,26,5,1,3.94,1,1,0,1,0,2019-04-13,0.2
139,470,0,0,MIA,0,2019-04-13,5,139,0.316,3,27,5,26,5,2,3.94,1,1,0,1,0,2019-04-13,0.6666666666666666
140,519,0,0,MIA,0,2019-04-13,6,139,0.316,4,31,7,26,5,3,3.94,1,1,0,1,0,2019-04-13,0.75
141,425,0,0,MIA,0,2019-04-13,7,139,0.667,4,27,3,26,5,4,3.94,1,1,0,1,0,2019-04-13,1.0
142,334,0,0,MIA,0,2019-04-13,8,139,0.226,4,26,4,26,5,1,3.94,1,1,0,1,0,2019-04-13,0.25
143,513,0,0,MIA,0,2019-04-13,9,139,0.167,3,29,4,26,5,0,3.94,1,1,0,0,1,2019-04-13,0.0
144,638,1,0,CIN,1,2019-04-13,1,153,0.235,5,35,10,34,8,2,4.3,0,0,1,1,0,2019-04-13,0.4
145,355,0,0,CIN,1,2019-04-13,2,153,0.2,5,33,10,34,8,2,4.3,0,0,0,1,0,2019-04-13,0.4
146,682,0,0,CIN,1,2019-04-13,3,153,0.316,5,27,4,34,8,0,4.3,0,0,0,0,1,2019-04-13,0.0
147,194,0,0,CIN,1,2019-04-13,4,153,0.261,4,30,8,34,8,1,4.3,0,0,0,1,0,2019-04-13,0.25
148,726,0,0,CIN,1,2019-04-13,5,153,0.212,4,38,17,34,8,1,4.3,0,0,0,1,0,2019-04-13,0.25
149,630,3,0,CIN,1,2019-04-13,6,153,0.189,3,34,13,34,8,1,4.3,0,0,1,1,0,2019-04-13,0.3333333333333333
150,555,1,0,CIN,1,2019-04-13,7,153,0.311,4,30,8,34,8,1,4.3,0,0,1,1,0,2019-04-13,0.25
151,287,0,0,CIN,1,2019-04-13,8,153,0.179,4,26,4,34,8,0,4.3,0,0,0,0,1,2019-04-13,0.0
152,77,0,0,CIN,1,2019-04-13,9,153,0.2,3,39,15,34,8,1,4.3,0,0,0,1,0,2019-04-13,0.3333333333333333
153,482,1,0,CIN,0,2019-04-13,1,221,0.162,3,27,4,39,15,1,3.94,0,0,1,1,0,2019-04-13,0.3333333333333333
154,581,1,0,CIN,0,2019-04-13,2,221,0.25,4,37,14,39,15,1,3.94,0,0,1,1,0,2019-04-13,0.25
155,678,0,0,CIN,0,2019-04-13,3,221,0.132,4,30,7,39,15,0,3.94,0,0,0,0,1,2019-04-13,0.0
156,433,0,0,CIN,0,2019-04-13,4,221,0.282,4,29,7,39,15,0,3.94,0,0,0,0,1,2019-04-13,0.0
157,426,1,0,CIN,0,2019-04-13,5,221,0.2,4,30,6,39,15,1,3.94,0,0,1,1,0,2019-04-13,0.25
158,610,1,0,CIN,0,2019-04-13,6,221,0.233,4,31,8,39,15,2,3.94,0,0,1,1,0,2019-04-13,0.5
159,503,3,0,CIN,0,2019-04-13,7,221,0.267,4,29,7,39,15,0,3.94,0,0,1,0,1,2019-04-13,0.0
160,278,0,0,CIN,0,2019-04-13,8,221,0.214,2,30,3,39,15,0,3.94,0,0,0,0,1,2019-04-13,0.0
161,353,0,0,CIN,0,2019-04-13,9,221,0.0,1,34,8,39,15,0,3.94,0,0,0,0,1,2019-04-13,0.0
162,245,1,0,KC,1,2019-04-13,1,214,0.233,4,30,3,34,14,0,5.29,0,0,1,0,1,2019-04-13,0.0
163,742,3,0,KC,1,2019-04-13,2,214,0.135,4,30,5,34,14,0,5.29,0,0,1,0,1,2019-04-13,0.0
164,167,1,0,KC,1,2019-04-13,3,214,0.263,4,29,5,34,14,0,5.29,0,0,1,0,1,2019-04-13,0.0
165,547,3,0,KC,1,2019-04-13,4,214,0.386,3,34,11,34,14,0,5.29,0,0,1,0,1,2019-04-13,0.0
166,853,0,0,KC,1,2019-04-13,5,214,0.179,3,37,15,34,14,0,5.29,0,0,0,0,1,2019-04-13,0.0
167,580,1,0,KC,1,2019-04-13,6,214,0.159,3,25,2,34,14,0,5.29,0,0,1,0,1,2019-04-13,0.0
168,93,0,0,KC,1,2019-04-13,7,214,0.125,3,29,6,34,14,0,5.29,0,0,0,0,1,2019-04-13,0.0
169,379,1,0,KC,1,2019-04-13,8,214,0.25,3,31,8,34,14,2,5.29,0,0,1,1,0,2019-04-13,0.6666666666666666
170,375,3,0,KC,1,2019-04-13,9,214,0.077,3,27,4,34,14,0,5.29,0,0,1,0,1,2019-04-13,0.0
171,227,0,0,KC,0,2019-04-13,1,18,0.339,4,31,5,27,2,2,3.18,0,0,0,1,0,2019-04-13,0.5
172,692,3,0,KC,0,2019-04-13,2,18,0.293,4,25,5,27,2,1,3.18,0,0,1,1,0,2019-04-13,0.25
173,311,1,0,KC,0,2019-04-13,3,18,0.356,4,36,14,27,2,0,3.18,0,0,1,0,1,2019-04-13,0.0
174,723,0,0,KC,0,2019-04-13,4,18,0.214,4,28,7,27,2,0,3.18,0,0,0,0,1,2019-04-13,0.0
176,552,0,0,KC,0,2019-04-13,6,18,0.256,3,29,4,27,2,2,3.18,0,0,0,1,0,2019-04-13,0.6666666666666666
177,228,1,0,KC,0,2019-04-13,7,18,0.105,3,34,10,27,2,0,3.18,0,0,1,0,1,2019-04-13,0.0
178,781,0,0,KC,0,2019-04-13,8,18,0.184,3,34,10,27,2,1,3.18,0,0,0,1,0,2019-04-13,0.3333333333333333
179,782,0,0,KC,0,2019-04-13,9,18,0.16,3,29,8,27,2,0,3.18,0,0,0,0,1,2019-04-13,0.0
180,429,1,1,ATL,1,2019-04-13,1,8,0.364,5,28,3,27,4,2,4.38,0,0,0,1,0,2019-04-13,0.4
182,778,1,1,ATL,1,2019-04-13,3,8,0.34,4,27,6,27,4,1,4.38,0,0,0,1,0,2019-04-13,0.25
183,830,0,1,ATL,1,2019-04-13,4,8,0.242,3,27,4,27,4,0,4.38,0,0,1,0,1,2019-04-13,0.0
185,725,0,1,ATL,1,2019-04-13,6,8,0.227,5,30,5,27,4,1,4.38,0,0,1,1,0,2019-04-13,0.2
186,528,0,1,ATL,1,2019-04-13,7,8,0.255,4,25,4,27,4,1,4.38,0,0,1,1,0,2019-04-13,0.25
187,82,0,1,ATL,1,2019-04-13,8,8,0.231,4,31,8,27,4,2,4.38,0,0,1,1,0,2019-04-13,0.5
188,841,1,1,ATL,1,2019-04-13,9,8,0.0,0,37,14,27,4,0,4.38,0,0,0,0,1,2019-04-13,
189,139,3,1,ATL,0,2019-04-13,1,216,0.321,5,23,4,37,14,2,14.21,0,0,1,1,0,2019-04-13,0.4
190,818,0,1,ATL,0,2019-04-13,2,216,0.24,5,35,10,37,14,2,14.21,0,0,1,1,0,2019-04-13,0.4
191,612,1,1,ATL,0,2019-04-13,3,216,0.365,5,31,11,37,14,2,14.21,0,0,0,1,0,2019-04-13,0.4
192,243,0,1,ATL,0,2019-04-13,4,216,0.3,5,23,3,37,14,2,14.21,0,0,1,1,0,2019-04-13,0.4
193,539,1,1,ATL,0,2019-04-13,5,216,0.333,5,37,15,37,14,2,14.21,0,0,0,1,0,2019-04-13,0.4
194,110,0,1,ATL,0,2019-04-13,6,216,0.289,5,26,5,37,14,1,14.21,0,0,1,1,0,2019-04-13,0.2
195,161,3,1,ATL,0,2019-04-13,7,216,0.182,4,27,4,37,14,2,14.21,0,0,1,1,0,2019-04-13,0.5
196,796,0,1,ATL,0,2019-04-13,8,216,0.0,4,25,2,37,14,0,14.21,0,0,1,0,1,2019-04-13,0.0
197,727,1,1,ATL,0,2019-04-13,9,216,0.0,0,27,4,37,14,0,14.21,0,0,0,0,1,2019-04-13,
198,798,0,0,ARI,1,2019-04-13,1,2,0.318,4,26,5,32,2,2,3.79,1,1,0,1,0,2019-04-13,0.5
199,11,0,0,ARI,1,2019-04-13,2,2,0.184,4,25,3,32,2,1,3.79,1,1,0,1,0,2019-04-13,0.25
200,359,0,0,ARI,1,2019-04-13,3,2,0.246,4,28,9,32,2,1,3.79,1,1,0,1,0,2019-04-13,0.25
201,832,0,0,ARI,1,2019-04-13,4,2,0.262,4,28,5,32,2,0,3.79,1,1,0,0,1,2019-04-13,0.0
202,114,1,0,ARI,1,2019-04-13,5,2,0.228,4,31,10,32,2,2,3.79,1,1,1,1,0,2019-04-13,0.5
203,142,0,0,ARI,1,2019-04-13,6,2,0.25,4,21,2,32,2,1,3.79,1,1,0,1,0,2019-04-13,0.25
204,653,0,0,ARI,1,2019-04-13,7,2,0.174,4,38,14,32,2,1,3.79,1,1,0,1,0,2019-04-13,0.25
205,3,0,0,ARI,1,2019-04-13,8,2,0.167,4,28,6,32,2,0,3.79,1,1,0,0,1,2019-04-13,0.0
206,366,0,0,ARI,1,2019-04-13,9,2,0.5,2,29,5,32,2,1,3.79,1,1,0,1,0,2019-04-13,0.5
207,607,0,1,ARI,0,2019-04-13,1,203,0.333,5,35,14,29,5,2,4.26,1,1,1,1,0,2019-04-13,0.4
208,72,3,1,ARI,0,2019-04-13,2,203,0.237,5,27,6,29,5,1,4.26,1,1,1,1,0,2019-04-13,0.2
