,Batter,Batter_Handedness,Pitcher_Handedness,Stadium,Batter_Home,Date,Position_In_Lineup,Pitcher,Batting_Average,Number_Of_Plate_Appearances,Batter_Age,Batter_Exp,Pitcher_Age,Pitcher_Exp,Number_Of_Hits,ERA,Stadium_Turf,Stadium_Dome,Difference_Batter_And_Pitcher,Hit,No_Hit,DateTime,Hit_Prob
4990,189,1,0,NYM,0,2017-04-23,5,204,0.149,4,39,16,36,13,0,1.95,0,0,1,0,1,2017-04-23,0.0
4991,844,3,0,NYM,0,2017-04-23,6,204,0.104,4,37,16,36,13,1,1.95,0,0,1,1,0,2017-04-23,0.25
4992,96,0,0,NYM,0,2017-04-23,7,204,0.0,3,29,6,36,13,0,1.95,0,0,0,0,1,2017-04-23,0.0
4993,76,0,0,NYM,0,2017-04-23,8,204,0.111,3,31,8,36,13,0,1.95,0,0,0,0,1,2017-04-23,0.0
4994,716,1,0,NYM,0,2017-04-23,9,204,0.125,2,30,6,36,13,0,1.95,0,0,1,0,1,2017-04-23,0.0
4995,320,1,0,PIT,1,2017-04-24,1,57,0.236,5,27,6,28,4,2,6.63,0,0,1,1,0,2017-04-24,0.4
4996,674,0,0,PIT,1,2017-04-24,2,57,0.256,6,28,6,28,4,3,6.63,0,0,0,1,0,2017-04-24,0.5
4997,464,1,0,PIT,1,2017-04-24,3,57,0.28,6,31,10,28,4,0,6.63,0,0,1,0,1,2017-04-24,0.0
4998,361,3,0,PIT,1,2017-04-24,4,57,0.214,5,39,14,28,4,1,6.63,0,0,1,1,0,2017-04-24,0.2
4999,62,0,0,PIT,1,2017-04-24,5,57,0.289,6,26,5,28,4,4,6.63,0,0,0,1,0,2017-04-24,0.6666666666666666
5000,87,1,0,PIT,1,2017-04-24,6,57,0.294,4,31,11,28,4,1,6.63,0,0,1,1,0,2017-04-24,0.25
5001,815,1,0,PIT,1,2017-04-24,7,57,0.379,6,37,13,28,4,3,6.63,0,0,1,1,0,2017-04-24,0.5
5002,101,1,0,PIT,1,2017-04-24,8,57,0.143,4,32,12,28,4,1,6.63,0,0,1,1,0,2017-04-24,0.25
5003,393,0,0,PIT,1,2017-04-24,9,57,0.196,5,28,7,28,4,0,6.63,0,0,0,0,1,2017-04-24,0.0
5004,480,0,1,PIT,0,2017-04-24,1,233,0.203,2,34,9,32,12,0,3.54,0,0,1,0,1,2017-04-24,0.0
5005,750,0,1,PIT,0,2017-04-24,2,233,0.293,5,33,10,32,12,1,3.54,0,0,1,1,0,2017-04-24,0.2
5006,347,0,1,PIT,0,2017-04-24,3,233,0.261,2,34,12,32,12,0,3.54,0,0,1,0,1,2017-04-24,0.0
5007,28,1,1,PIT,0,2017-04-24,4,233,0.224,4,29,7,32,12,0,3.54,0,0,0,0,1,2017-04-24,0.0
5008,623,0,1,PIT,0,2017-04-24,5,233,0.321,2,37,11,32,12,1,3.54,0,0,1,1,0,2017-04-24,0.5
5009,602,0,1,PIT,0,2017-04-24,6,233,0.2,4,34,13,32,12,0,3.54,0,0,1,0,1,2017-04-24,0.0
5010,405,0,1,PIT,0,2017-04-24,7,233,0.286,4,28,4,32,12,3,3.54,0,0,1,1,0,2017-04-24,0.75
5011,173,3,1,PIT,0,2017-04-24,8,233,0.226,4,28,5,32,12,1,3.54,0,0,1,1,0,2017-04-24,0.25
5012,275,0,1,PIT,0,2017-04-24,9,233,0.0,0,28,4,32,12,0,3.54,0,0,1,0,1,2017-04-24,
5013,85,1,0,BAL,1,2017-04-24,1,306,0.324,4,31,8,36,12,2,5.95,0,0,1,1,0,2017-04-24,0.5
5014,774,1,0,BAL,1,2017-04-24,2,306,0.26,5,30,8,36,12,0,5.95,0,0,1,0,1,2017-04-24,0.0
5015,687,0,0,BAL,1,2017-04-24,3,306,0.235,5,35,13,36,12,1,5.95,0,0,0,1,0,2017-04-24,0.2
5016,397,1,0,BAL,1,2017-04-24,4,306,0.247,5,31,8,36,12,1,5.95,0,0,1,1,0,2017-04-24,0.2
5017,831,0,0,BAL,1,2017-04-24,5,306,0.333,4,31,6,36,12,0,5.95,0,0,0,0,1,2017-04-24,0.0
5018,700,1,0,BAL,1,2017-04-24,6,306,0.254,4,33,11,36,12,1,5.95,0,0,1,1,0,2017-04-24,0.25
5019,86,0,0,BAL,1,2017-04-24,7,306,0.258,4,30,6,36,12,1,5.95,0,0,0,1,0,2017-04-24,0.25
5020,819,1,0,BAL,1,2017-04-24,8,306,0.333,2,32,3,36,12,1,5.95,0,0,1,1,0,2017-04-24,0.5
5021,736,0,0,BAL,1,2017-04-24,9,306,0.164,4,31,6,36,12,0,5.95,0,0,0,0,1,2017-04-24,0.0
5022,228,1,0,BAL,0,2017-04-24,1,68,0.276,4,38,11,32,8,1,3.94,0,0,1,1,0,2017-04-24,0.25
5023,614,0,0,BAL,0,2017-04-24,2,68,0.3,4,35,14,32,8,3,3.94,0,0,0,1,0,2017-04-24,0.75
5024,367,0,0,BAL,0,2017-04-24,3,68,0.197,4,28,9,32,8,0,3.94,0,0,0,0,1,2017-04-24,0.0
5025,825,1,0,BAL,0,2017-04-24,4,68,0.258,4,34,13,32,8,0,3.94,0,0,1,0,1,2017-04-24,0.0
5026,402,0,0,BAL,0,2017-04-24,5,68,0.214,4,34,10,32,8,0,3.94,0,0,0,0,1,2017-04-24,0.0
5027,106,0,0,BAL,0,2017-04-24,6,68,0.291,4,33,10,32,8,1,3.94,0,0,0,1,0,2017-04-24,0.25
5028,788,1,0,BAL,0,2017-04-24,7,68,0.269,4,32,2,32,8,1,3.94,0,0,1,1,0,2017-04-24,0.25
5029,677,0,0,BAL,0,2017-04-24,8,68,0.279,4,29,8,32,8,1,3.94,0,0,0,1,0,2017-04-24,0.25
5030,15,0,0,BAL,0,2017-04-24,9,68,0.21,4,38,13,32,8,0,3.94,0,0,0,0,1,2017-04-24,0.0
5031,531,3,0,MIL,1,2017-04-24,1,194,0.227,5,30,8,37,12,1,2.25,0,1,1,1,0,2017-04-24,0.2
5032,509,0,0,MIL,1,2017-04-24,2,194,0.215,5,26,6,37,12,1,2.25,0,1,0,1,0,2017-04-24,0.2
5033,590,1,0,MIL,1,2017-04-24,3,194,0.233,5,37,14,37,12,1,2.25,0,1,1,1,0,2017-04-24,0.2
5034,59,0,0,MIL,1,2017-04-24,4,194,0.222,5,32,7,37,12,0,2.25,0,1,0,0,1,2017-04-24,0.0
5035,454,0,0,MIL,1,2017-04-24,5,194,0.343,5,29,7,37,12,0,2.25,0,1,0,0,1,2017-04-24,0.0
5036,447,1,0,MIL,1,2017-04-24,6,194,0.191,5,30,6,37,12,2,2.25,0,1,1,1,0,2017-04-24,0.4
5037,365,0,0,MIL,1,2017-04-24,7,194,0.386,5,35,9,37,12,2,2.25,0,1,0,1,0,2017-04-24,0.4
5038,514,0,0,MIL,1,2017-04-24,8,194,0.222,4,29,1,37,12,2,2.25,0,1,0,1,0,2017-04-24,0.5
5039,7,0,0,MIL,1,2017-04-24,9,194,0.0,2,28,4,37,12,0,2.25,0,1,0,0,1,2017-04-24,0.0
5040,746,3,1,MIL,0,2017-04-24,1,156,0.176,5,29,8,28,4,0,5.09,0,1,1,0,1,2017-04-24,0.0
5041,398,1,1,MIL,0,2017-04-24,2,156,0.373,5,34,6,28,4,2,5.09,0,1,0,1,0,2017-04-24,0.4
5042,439,0,1,MIL,0,2017-04-24,3,156,0.299,3,37,14,28,4,1,5.09,0,1,1,1,0,2017-04-24,0.3333333333333333
5043,522,0,1,MIL,0,2017-04-24,4,156,0.183,5,28,7,28,4,0,5.09,0,1,1,0,1,2017-04-24,0.0
5044,66,0,1,MIL,0,2017-04-24,5,156,0.439,4,33,7,28,4,2,5.09,0,1,1,1,0,2017-04-24,0.5
5045,829,0,1,MIL,0,2017-04-24,6,156,0.209,4,29,9,28,4,2,5.09,0,1,1,1,0,2017-04-24,0.5
5046,732,0,1,MIL,0,2017-04-24,7,156,0.161,4,30,5,28,4,0,5.09,0,1,1,0,1,2017-04-24,0.0
5047,467,0,1,MIL,0,2017-04-24,8,156,0.212,4,26,5,28,4,1,5.09,0,1,1,1,0,2017-04-24,0.25
5048,528,0,1,MIL,0,2017-04-24,9,156,0.5,2,37,12,28,4,1,5.09,0,1,1,1,0,2017-04-24,0.5
5049,56,0,1,TEX,1,2017-04-24,1,299,0.257,5,33,9,29,9,2,3.81,1,1,1,1,0,2017-04-24,0.4
5050,345,1,1,TEX,1,2017-04-24,2,299,0.224,4,37,15,29,9,1,3.81,1,1,0,1,0,2017-04-24,0.25
5051,299,0,1,TEX,1,2017-04-24,3,299,0.226,4,27,6,29,9,0,3.81,1,1,1,0,1,2017-04-24,0.0
5052,814,3,1,TEX,1,2017-04-24,4,299,0.288,4,31,8,29,9,0,3.81,1,1,1,0,1,2017-04-24,0.0
5053,129,3,1,TEX,1,2017-04-24,5,299,0.274,4,27,7,29,9,1,3.81,1,1,1,1,0,2017-04-24,0.25
5054,376,3,1,TEX,1,2017-04-24,6,299,0.25,4,30,4,29,9,1,3.81,1,1,1,1,0,2017-04-24,0.25
5055,731,0,1,TEX,1,2017-04-24,7,299,0.19,4,38,10,29,9,0,3.81,1,1,1,0,1,2017-04-24,0.0
5056,312,1,1,TEX,1,2017-04-24,8,299,0.231,4,29,6,29,9,1,3.81,1,1,0,1,0,2017-04-24,0.25
5057,576,0,1,TEX,1,2017-04-24,9,299,0.105,4,27,6,29,9,0,3.81,1,1,1,0,1,2017-04-24,0.0
5058,119,0,0,TEX,0,2017-04-24,1,34,0.215,4,35,13,34,12,2,4.71,1,1,0,1,0,2017-04-24,0.5
5060,263,1,0,TEX,0,2017-04-24,3,34,0.259,4,25,5,34,12,0,4.71,1,1,1,0,1,2017-04-24,0.0
5061,526,0,0,TEX,0,2017-04-24,4,34,0.169,4,39,12,34,12,1,4.71,1,1,0,1,0,2017-04-24,0.25
5062,703,1,0,TEX,0,2017-04-24,5,34,0.19,4,26,7,34,12,1,4.71,1,1,1,1,0,2017-04-24,0.25
5063,200,0,0,TEX,0,2017-04-24,6,34,0.273,4,32,12,34,12,1,4.71,1,1,0,1,0,2017-04-24,0.25
5064,46,1,0,TEX,0,2017-04-24,7,34,0.219,4,27,6,34,12,1,4.71,1,1,1,1,0,2017-04-24,0.25
5065,598,0,0,TEX,0,2017-04-24,8,34,0.189,4,34,11,34,12,1,4.71,1,1,0,1,0,2017-04-24,0.25
5066,446,3,0,TEX,0,2017-04-24,9,34,0.135,2,27,7,34,12,0,4.71,1,1,1,0,1,2017-04-24,0.0
5067,238,0,0,CWS,1,2017-04-24,1,226,0.217,4,31,5,36,7,0,2.0,0,0,0,0,1,2017-04-24,0.0
5068,307,1,0,CWS,1,2017-04-24,2,226,0.288,3,32,10,36,7,1,2.0,0,0,1,1,0,2017-04-24,0.3333333333333333
5069,16,0,0,CWS,1,2017-04-24,3,226,0.313,4,34,11,36,7,0,2.0,0,0,0,0,1,2017-04-24,0.0
5070,120,1,0,CWS,1,2017-04-24,4,226,0.192,4,31,10,36,7,0,2.0,0,0,1,0,1,2017-04-24,0.0
5071,589,0,0,CWS,1,2017-04-24,5,226,0.246,3,30,9,36,7,0,2.0,0,0,0,0,1,2017-04-24,0.0
5072,324,1,0,CWS,1,2017-04-24,6,226,0.178,3,36,14,36,7,1,2.0,0,0,1,1,0,2017-04-24,0.3333333333333333
5073,322,0,0,CWS,1,2017-04-24,7,226,0.182,3,34,11,36,7,0,2.0,0,0,0,0,1,2017-04-24,0.0
5074,2,1,0,CWS,1,2017-04-24,8,226,0.125,3,37,11,36,7,0,2.0,0,0,1,0,1,2017-04-24,0.0
5075,438,0,0,CWS,1,2017-04-24,9,226,0.2,3,27,4,36,7,0,2.0,0,0,0,0,1,2017-04-24,0.0
5076,73,0,1,CWS,0,2017-04-24,1,185,0.208,5,27,5,37,14,3,1.4,0,0,1,1,0,2017-04-24,0.6
5077,535,0,1,CWS,0,2017-04-24,2,185,0.216,5,31,5,37,14,1,1.4,0,0,1,1,0,2017-04-24,0.2
5078,715,3,1,CWS,0,2017-04-24,3,185,0.255,5,36,15,37,14,1,1.4,0,0,1,1,0,2017-04-24,0.2
5079,607,0,1,CWS,0,2017-04-24,4,185,0.221,5,30,3,37,14,2,1.4,0,0,1,1,0,2017-04-24,0.4
5080,162,0,1,CWS,0,2017-04-24,5,185,0.119,5,34,10,37,14,1,1.4,0,0,1,1,0,2017-04-24,0.2
5081,211,0,1,CWS,0,2017-04-24,6,185,0.364,4,29,9,37,14,1,1.4,0,0,1,1,0,2017-04-24,0.25
5082,264,0,1,CWS,0,2017-04-24,7,185,0.368,4,29,5,37,14,3,1.4,0,0,1,1,0,2017-04-24,0.75
5083,235,0,1,CWS,0,2017-04-24,8,185,0.182,4,37,13,37,14,0,1.4,0,0,1,0,1,2017-04-24,0.0
5084,182,3,1,CWS,0,2017-04-24,9,185,0.275,4,29,8,37,14,3,1.4,0,0,1,1,0,2017-04-24,0.75
5085,359,0,1,COL,1,2017-04-24,1,274,0.219,4,27,6,31,5,1,7.11,0,0,1,1,0,2017-04-24,0.25
5086,183,1,1,COL,1,2017-04-24,2,274,0.282,4,32,9,31,5,1,7.11,0,0,0,1,0,2017-04-24,0.25
5087,98,0,1,COL,1,2017-04-24,3,274,0.246,4,30,8,31,5,3,7.11,0,0,1,1,0,2017-04-24,0.75
5088,816,1,1,COL,1,2017-04-24,4,274,0.308,4,35,12,31,5,0,7.11,0,0,0,0,1,2017-04-24,0.0
5089,640,0,1,COL,1,2017-04-24,5,274,0.379,4,36,15,31,5,1,7.11,0,0,1,1,0,2017-04-24,0.25
5090,391,0,1,COL,1,2017-04-24,6,274,0.275,4,41,15,31,5,1,7.11,0,0,1,1,0,2017-04-24,0.25
5091,720,0,1,COL,1,2017-04-24,7,274,0.059,4,29,7,31,5,0,7.11,0,0,1,0,1,2017-04-24,0.0
5092,107,3,1,COL,1,2017-04-24,8,274,0.143,4,36,9,31,5,1,7.11,0,0,1,1,0,2017-04-24,0.25
5093,169,0,1,COL,1,2017-04-24,9,274,0.0,2,29,7,31,5,0,7.11,0,0,1,0,1,2017-04-24,0.0
5094,579,1,0,COL,0,2017-04-24,1,119,0.266,5,34,10,29,7,1,4.5,0,0,1,1,0,2017-04-24,0.2
5095,70,0,0,COL,0,2017-04-24,2,119,0.27,5,32,10,29,7,1,4.5,0,0,0,1,0,2017-04-24,0.2
5096,629,0,0,COL,0,2017-04-24,3,119,0.324,4,29,8,29,7,1,4.5,0,0,0,1,0,2017-04-24,0.25
5097,741,1,0,COL,0,2017-04-24,4,119,0.214,4,35,12,29,7,2,4.5,0,0,1,1,0,2017-04-24,0.5
5098,69,0,0,COL,0,2017-04-24,5,119,0.329,4,37,13,29,7,2,4.5,0,0,0,1,0,2017-04-24,0.5
5099,326,1,0,COL,0,2017-04-24,6,119,0.327,4,33,11,29,7,1,4.5,0,0,1,1,0,2017-04-24,0.25
5100,440,0,0,COL,0,2017-04-24,7,119,0.174,4,28,5,29,7,2,4.5,0,0,0,1,0,2017-04-24,0.5
5101,55,1,0,COL,0,2017-04-24,8,119,0.351,4,28,5,29,7,3,4.5,0,0,1,1,0,2017-04-24,0.75
5102,568,1,0,COL,0,2017-04-24,9,119,0.125,2,31,5,29,7,0,4.5,0,0,1,0,1,2017-04-24,0.0
5103,808,0,0,ARI,1,2017-04-24,1,54,0.28,5,26,5,37,17,1,2.93,1,1,0,1,0,2017-04-24,0.2
5104,421,0,0,ARI,1,2017-04-24,2,54,0.345,5,30,8,37,17,1,2.93,1,1,0,1,0,2017-04-24,0.2
5105,799,3,0,ARI,1,2017-04-24,3,54,0.253,5,33,6,37,17,3,2.93,1,1,1,1,0,2017-04-24,0.6
5106,845,0,0,ARI,1,2017-04-24,4,54,0.25,4,28,5,37,17,1,2.93,1,1,0,1,0,2017-04-24,0.25
5107,3,0,0,ARI,1,2017-04-24,5,54,0.183,4,28,6,37,17,1,2.93,1,1,0,1,0,2017-04-24,0.25
5108,452,1,0,ARI,1,2017-04-24,6,54,0.102,4,32,3,37,17,0,2.93,1,1,1,0,1,2017-04-24,0.0
5109,482,0,0,ARI,1,2017-04-24,7,54,0.0,4,31,3,37,17,0,2.93,1,1,0,0,1,2017-04-24,0.0
5110,306,3,0,ARI,1,2017-04-24,8,54,0.169,4,36,12,37,17,1,2.93,1,1,1,1,0,2017-04-24,0.25
5111,812,0,0,ARI,1,2017-04-24,9,54,0.444,2,32,12,37,17,1,2.93,1,1,0,1,0,2017-04-24,0.5
5112,71,0,0,ARI,0,2017-04-24,1,219,0.293,5,33,9,32,12,0,5.9,1,1,0,0,1,2017-04-24,0.0
5113,572,1,0,ARI,0,2017-04-24,2,219,0.329,4,33,7,32,12,3,5.9,1,1,1,1,0,2017-04-24,0.75
5114,787,0,0,ARI,0,2017-04-24,3,219,0.319,4,29,8,32,12,2,5.9,1,1,0,1,0,2017-04-24,0.5
5115,416,1,0,ARI,0,2017-04-24,4,219,0.299,4,30,7,32,12,0,5.9,1,1,1,0,1,2017-04-24,0.0
5116,316,0,0,ARI,0,2017-04-24,5,219,0.303,4,30,3,32,12,2,5.9,1,1,0,1,0,2017-04-24,0.5
5117,463,0,0,ARI,0,2017-04-24,6,219,0.277,4,28,6,32,12,1,5.9,1,1,0,1,0,2017-04-24,0.25
5118,139,1,0,ARI,0,2017-04-24,7,219,0.207,4,33,8,32,12,1,5.9,1,1,1,1,0,2017-04-24,0.25
5119,470,0,0,ARI,0,2017-04-24,8,219,0.125,4,37,16,32,12,0,5.9,1,1,0,0,1,2017-04-24,0.0
5120,752,0,0,ARI,0,2017-04-24,9,219,0.1,2,37,17,32,12,1,5.9,1,1,0,1,0,2017-04-24,0.5
5121,155,0,0,LAA,1,2017-04-24,1,210,0.303,4,31,8,37,13,0,4.13,0,0,0,0,1,2017-04-24,0.0
5122,408,1,0,LAA,1,2017-04-24,2,210,0.311,4,33,7,37,13,2,4.13,0,0,1,1,0,2017-04-24,0.5
5123,215,0,0,LAA,1,2017-04-24,3,210,0.129,4,40,15,37,13,0,4.13,0,0,0,0,1,2017-04-24,0.0
5124,475,3,0,LAA,1,2017-04-24,4,210,0.24,4,37,13,37,13,0,4.13,0,0,1,0,1,2017-04-24,0.0
5125,237,3,0,LAA,1,2017-04-24,5,210,0.271,4,34,11,37,13,1,4.13,0,0,1,1,0,2017-04-24,0.25
5126,803,0,0,LAA,1,2017-04-24,6,210,0.18,4,37,14,37,13,2,4.13,0,0,0,1,0,2017-04-24,0.5
5127,255,1,0,LAA,1,2017-04-24,7,210,0.167,4,35,9,37,13,1,4.13,0,0,1,1,0,2017-04-24,0.25
5128,628,0,0,LAA,1,2017-04-24,8,210,0.127,4,29,4,37,13,0,4.13,0,0,0,0,1,2017-04-24,0.0
5129,571,1,0,LAA,1,2017-04-24,9,210,0.261,3,32,8,37,13,1,4.13,0,0,1,1,0,2017-04-24,0.3333333333333333
5130,836,0,1,LAA,0,2017-04-24,1,127,0.266,4,38,11,37,14,0,4.58,0,0,1,0,1,2017-04-24,0.0
5131,636,1,1,LAA,0,2017-04-24,2,127,0.216,4,33,9,37,14,1,4.58,0,0,0,1,0,2017-04-24,0.25
5132,664,0,1,LAA,0,2017-04-24,3,127,0.346,4,29,10,37,14,1,4.58,0,0,1,1,0,2017-04-24,0.25
5133,364,0,1,LAA,0,2017-04-24,4,127,0.238,4,40,20,37,14,1,4.58,0,0,1,1,0,2017-04-24,0.25
5134,638,0,1,LAA,0,2017-04-24,5,127,0.147,4,29,4,37,14,0,4.58,0,0,1,0,1,2017-04-24,0.0
5135,592,0,1,LAA,0,2017-04-24,6,127,0.301,4,31,9,37,14,1,4.58,0,0,1,1,0,2017-04-24,0.25
5136,794,0,1,LAA,0,2017-04-24,7,127,0.204,3,33,14,37,14,1,4.58,0,0,1,1,0,2017-04-24,0.3333333333333333
5137,718,3,1,LAA,0,2017-04-24,8,127,0.186,3,33,8,37,14,0,4.58,0,0,1,0,1,2017-04-24,0.0
5138,789,0,1,LAA,0,2017-04-24,9,127,0.267,3,34,10,37,14,0,4.58,0,0,1,0,1,2017-04-24,0.0
5139,490,1,0,SF,1,2017-04-24,1,245,0.22,4,28,3,36,13,0,2.42,0,0,1,0,1,2017-04-24,0.0
5140,196,1,0,SF,1,2017-04-24,2,245,0.311,4,26,6,36,13,1,2.42,0,0,1,1,0,2017-04-24,0.25
5141,494,0,0,SF,1,2017-04-24,3,245,0.343,4,36,12,36,13,1,2.42,0,0,0,1,0,2017-04-24,0.25
5142,137,3,0,SF,1,2017-04-24,4,245,0.231,4,32,9,36,13,0,2.42,0,0,1,0,1,2017-04-24,0.0
5143,181,1,0,SF,1,2017-04-24,5,245,0.266,3,38,15,36,13,0,2.42,0,0,1,0,1,2017-04-24,0.0
5144,685,0,0,SF,1,2017-04-24,6,245,0.243,3,30,7,36,13,1,2.42,0,0,0,1,0,2017-04-24,0.3333333333333333
5145,93,1,0,SF,1,2017-04-24,7,245,0.034,3,42,16,36,13,0,2.42,0,0,1,0,1,2017-04-24,0.0
5146,232,0,0,SF,1,2017-04-24,8,245,0.29,3,29,7,36,13,1,2.42,0,0,0,1,0,2017-04-24,0.3333333333333333
5148,75,0,1,SF,0,2017-04-24,1,285,0.315,4,37,14,33,7,2,4.64,0,0,1,1,0,2017-04-24,0.5
5149,99,1,1,SF,0,2017-04-24,2,285,0.247,4,32,10,33,7,1,4.64,0,0,0,1,0,2017-04-24,0.25
5150,765,0,1,SF,0,2017-04-24,3,285,0.268,4,33,11,33,7,0,4.64,0,0,1,0,1,2017-04-24,0.0
5151,377,0,1,SF,0,2017-04-24,4,285,0.34,4,33,11,33,7,2,4.64,0,0,1,1,0,2017-04-24,0.5
5152,696,1,1,SF,0,2017-04-24,5,285,0.264,4,33,10,33,7,2,4.64,0,0,0,1,0,2017-04-24,0.5
5153,279,0,1,SF,0,2017-04-24,6,285,0.0,4,25,4,33,7,0,4.64,0,0,1,0,1,2017-04-24,0.0
5154,588,1,1,SF,0,2017-04-24,7,285,0.339,3,30,7,33,7,1,4.64,0,0,0,1,0,2017-04-24,0.3333333333333333
5155,428,0,1,SF,0,2017-04-24,8,285,0.0,3,36,9,33,7,0,4.64,0,0,1,0,1,2017-04-24,0.0
5156,366,0,1,SF,0,2017-04-24,9,285,0.2,2,36,13,33,7,0,4.64,0,0,1,0,1,2017-04-24,0.0
5157,360,1,0,CLE,1,2017-04-25,1,256,0.293,5,33,12,36,11,2,9.33,0,0,1,1,0,2017-04-25,0.4
5158,755,3,0,CLE,1,2017-04-25,2,256,0.243,4,43,20,36,11,0,9.33,0,0,1,0,1,2017-04-25,0.0
5159,332,0,0,CLE,1,2017-04-25,3,256,0.312,4,30,10,36,11,0,9.33,0,0,0,0,1,2017-04-25,0.0
5160,762,0,0,CLE,1,2017-04-25,4,256,0.215,4,26,6,36,11,2,9.33,0,0,0,1,0,2017-04-25,0.5
5161,259,1,0,CLE,1,2017-04-25,5,256,0.288,4,36,15,36,11,0,9.33,0,0,1,0,1,2017-04-25,0.0
5162,60,0,0,CLE,1,2017-04-25,6,256,0.257,4,26,5,36,11,1,9.33,0,0,0,1,0,2017-04-25,0.25
5163,561,0,0,CLE,1,2017-04-25,7,256,0.333,4,36,5,36,11,2,9.33,0,0,0,1,0,2017-04-25,0.5
5164,199,0,0,CLE,1,2017-04-25,8,256,0.297,4,34,6,36,11,1,9.33,0,0,0,1,0,2017-04-25,0.25
5166,556,3,1,CLE,0,2017-04-25,1,130,0.241,4,34,11,32,9,1,1.22,0,0,1,1,0,2017-04-25,0.25
5167,711,3,1,CLE,0,2017-04-25,2,130,0.303,4,27,6,32,9,0,1.22,0,0,1,0,1,2017-04-25,0.0
5168,422,1,1,CLE,0,2017-04-25,3,130,0.306,4,33,12,32,9,1,1.22,0,0,0,1,0,2017-04-25,0.25
5169,123,0,1,CLE,0,2017-04-25,4,130,0.203,4,37,16,32,9,0,1.22,0,0,1,0,1,2017-04-25,0.0
5170,754,3,1,CLE,0,2017-04-25,5,130,0.319,4,30,5,32,9,2,1.22,0,0,1,1,0,2017-04-25,0.5
5171,214,1,1,CLE,0,2017-04-25,6,130,0.091,4,33,10,32,9,0,1.22,0,0,0,0,1,2017-04-25,0.0
5172,90,0,1,CLE,0,2017-04-25,7,130,0.138,4,34,7,32,9,0,1.22,0,0,1,0,1,2017-04-25,0.0
5173,142,0,1,CLE,0,2017-04-25,8,130,0.182,3,33,9,32,9,1,1.22,0,0,1,1,0,2017-04-25,0.3333333333333333
5174,481,0,1,CLE,0,2017-04-25,9,130,0.296,3,33,9,32,9,1,1.22,0,0,1,1,0,2017-04-25,0.3333333333333333
5175,320,1,0,PIT,1,2017-04-25,1,296,0.224,4,27,6,30,8,0,3.6,0,0,1,0,1,2017-04-25,0.0
5176,674,0,0,PIT,1,2017-04-25,2,296,0.259,4,28,6,30,8,1,3.6,0,0,0,1,0,2017-04-25,0.25
5177,464,1,0,PIT,1,2017-04-25,3,296,0.266,4,31,10,30,8,0,3.6,0,0,1,0,1,2017-04-25,0.0
5178,361,3,0,PIT,1,2017-04-25,4,296,0.2,4,39,14,30,8,0,3.6,0,0,1,0,1,2017-04-25,0.0
5179,62,0,0,PIT,1,2017-04-25,5,296,0.291,3,26,5,30,8,1,3.6,0,0,0,1,0,2017-04-25,0.3333333333333333
5180,87,1,0,PIT,1,2017-04-25,6,296,0.282,3,31,11,30,8,0,3.6,0,0,1,0,1,2017-04-25,0.0
5181,744,0,0,PIT,1,2017-04-25,7,296,0.259,3,28,5,30,8,0,3.6,0,0,0,0,1,2017-04-25,0.0
5182,810,0,0,PIT,1,2017-04-25,8,296,0.25,2,31,7,30,8,0,3.6,0,0,0,0,1,2017-04-25,0.0
5183,167,0,0,PIT,1,2017-04-25,9,296,0.278,3,26,5,30,8,0,3.6,0,0,0,0,1,2017-04-25,0.0
5184,750,0,0,PIT,0,2017-04-25,1,58,0.29,4,33,10,31,7,1,4.5,0,0,0,1,0,2017-04-25,0.25
5185,173,3,0,PIT,0,2017-04-25,2,58,0.214,4,28,5,31,7,0,4.5,0,0,1,0,1,2017-04-25,0.0
5186,347,0,0,PIT,0,2017-04-25,3,58,0.25,4,34,12,31,7,0,4.5,0,0,0,0,1,2017-04-25,0.0
5187,28,1,0,PIT,0,2017-04-25,4,58,0.226,4,29,7,31,7,1,4.5,0,0,1,1,0,2017-04-25,0.25
5188,602,0,0,PIT,0,2017-04-25,5,58,0.19,4,34,13,31,7,0,4.5,0,0,0,0,1,2017-04-25,0.0
5189,244,1,0,PIT,0,2017-04-25,6,58,0.121,4,37,9,31,7,1,4.5,0,0,1,1,0,2017-04-25,0.25
5190,480,0,0,PIT,0,2017-04-25,7,58,0.206,4,34,9,31,7,1,4.5,0,0,0,1,0,2017-04-25,0.25
5191,426,3,0,PIT,0,2017-04-25,8,58,0.143,3,28,4,31,7,0,4.5,0,0,1,0,1,2017-04-25,0.0
5192,266,0,0,PIT,0,2017-04-25,9,58,0.143,2,30,8,31,7,1,4.5,0,0,0,1,0,2017-04-25,0.5
5193,831,0,1,BAL,1,2017-04-25,1,182,0.349,5,31,6,34,10,3,2.08,0,0,1,1,0,2017-04-25,0.6
5194,774,1,1,BAL,1,2017-04-25,2,182,0.244,5,30,8,34,10,0,2.08,0,0,0,0,1,2017-04-25,0.0
5195,687,0,1,BAL,1,2017-04-25,3,182,0.229,4,35,13,34,10,0,2.08,0,0,1,0,1,2017-04-25,0.0
5196,397,1,1,BAL,1,2017-04-25,4,182,0.24,4,31,8,34,10,0,2.08,0,0,0,0,1,2017-04-25,0.0
5198,700,1,1,BAL,1,2017-04-25,6,182,0.242,4,33,11,34,10,0,2.08,0,0,0,0,1,2017-04-25,0.0
