,Batter,Batter_Handedness,Pitcher_Handedness,Stadium,Batter_Home,Date,Position_In_Lineup,Pitcher,Batting_Average,Number_Of_Plate_Appearances,Batter_Age,Batter_Exp,Pitcher_Age,Pitcher_Exp,Number_Of_Hits,ERA,Stadium_Turf,Stadium_Dome,Difference_Batter_And_Pitcher,Hit,No_Hit,DateTime,Hit_Prob
32,463,0,1,ARI,0,2017-04-02,6,32,0.25,4,28,6,31,12,1,3.86,1,1,1,1,0,2017-04-02,0.25
33,572,1,1,ARI,0,2017-04-02,7,32,0.0,4,33,7,31,12,0,3.86,1,1,0,0,1,2017-04-02,0.0
34,470,0,1,ARI,0,2017-04-02,8,32,0.75,4,37,16,31,12,3,3.86,1,1,1,1,0,2017-04-02,0.75
35,752,0,1,ARI,0,2017-04-02,9,32,0.0,1,37,17,31,12,0,3.86,1,1,1,0,1,2017-04-02,0.0
36,320,1,0,STL,1,2017-04-02,1,40,0.667,4,27,6,29,8,2,0.0,0,0,1,1,0,2017-04-02,0.5
37,674,0,0,STL,1,2017-04-02,2,40,0.0,4,28,6,29,8,0,0.0,0,0,0,0,1,2017-04-02,0.0
38,464,1,0,STL,1,2017-04-02,3,40,0.25,4,31,10,29,8,1,0.0,0,0,1,1,0,2017-04-02,0.25
39,361,3,0,STL,1,2017-04-02,4,40,0.0,4,39,14,29,8,0,0.0,0,0,1,0,1,2017-04-02,0.0
40,62,0,0,STL,1,2017-04-02,5,40,0.25,4,26,5,29,8,1,0.0,0,0,0,1,0,2017-04-02,0.25
41,87,1,0,STL,1,2017-04-02,6,40,0.25,4,31,11,29,8,1,0.0,0,0,1,1,0,2017-04-02,0.25
42,744,0,0,STL,1,2017-04-02,7,40,0.5,4,28,5,29,8,2,0.0,0,0,0,1,0,2017-04-02,0.5
43,329,1,0,STL,1,2017-04-02,8,40,0.0,2,36,15,29,8,0,0.0,0,0,1,0,1,2017-04-02,0.0
44,393,0,0,STL,1,2017-04-02,9,40,0.25,4,28,7,29,8,1,0.0,0,0,0,1,0,2017-04-02,0.25
45,637,3,1,STL,0,2017-04-02,1,234,0.25,5,34,13,36,15,1,1.8,0,0,1,1,0,2017-04-02,0.2
46,252,0,1,STL,0,2017-04-02,2,234,0.4,5,30,3,36,15,2,1.8,0,0,1,1,0,2017-04-02,0.4
47,655,1,1,STL,0,2017-04-02,3,234,0.25,5,35,10,36,15,1,1.8,0,0,0,1,0,2017-04-02,0.2
48,22,0,1,STL,0,2017-04-02,4,234,0.25,4,38,15,36,15,1,1.8,0,0,1,1,0,2017-04-02,0.25
49,734,0,1,STL,0,2017-04-02,5,234,0.667,5,38,17,36,15,2,1.8,0,0,1,1,0,2017-04-02,0.4
50,378,0,1,STL,0,2017-04-02,6,234,0.333,5,29,6,36,15,1,1.8,0,0,1,1,0,2017-04-02,0.2
51,296,0,1,STL,0,2017-04-02,7,234,0.0,2,32,8,36,15,0,1.8,0,0,1,0,1,2017-04-02,0.0
52,125,0,1,STL,0,2017-04-02,8,234,0.5,5,29,7,36,15,2,1.8,0,0,1,1,0,2017-04-02,0.4
53,40,0,1,STL,0,2017-04-02,9,234,0.0,3,29,8,36,15,0,1.8,0,0,1,0,1,2017-04-02,0.0
54,453,1,0,WSH,1,2017-04-03,1,62,0.0,4,30,3,32,11,0,2.57,0,0,1,0,1,2017-04-03,0.0
55,126,0,0,WSH,1,2017-04-03,2,62,0.5,4,29,7,32,11,2,2.57,0,0,0,1,0,2017-04-03,0.5
56,772,1,0,WSH,1,2017-04-03,3,62,0.0,4,29,8,32,11,0,2.57,0,0,1,0,1,2017-04-03,0.0
57,323,0,0,WSH,1,2017-04-03,4,62,0.25,4,31,11,32,11,1,2.57,0,0,0,1,0,2017-04-03,0.25
58,233,1,0,WSH,1,2017-04-03,5,62,0.0,4,32,6,32,11,0,2.57,0,0,1,0,1,2017-04-03,0.0
59,203,0,0,WSH,1,2017-04-03,6,62,0.25,4,30,8,32,11,1,2.57,0,0,0,1,0,2017-04-03,0.25
60,620,1,0,WSH,1,2017-04-03,7,62,0.0,3,31,8,32,11,0,2.57,0,0,1,0,1,2017-04-03,0.0
61,218,0,0,WSH,1,2017-04-03,8,62,0.0,3,31,9,32,11,0,2.57,0,0,0,0,1,2017-04-03,0.0
62,116,0,0,WSH,1,2017-04-03,9,62,1.0,2,37,15,32,11,2,2.57,0,0,0,1,0,2017-04-03,1.0
63,359,0,0,WSH,0,2017-04-03,1,85,0.25,4,27,6,37,15,1,0.0,0,0,0,1,0,2017-04-03,0.25
64,183,1,0,WSH,0,2017-04-03,2,85,0.5,4,32,9,37,15,1,0.0,0,0,1,1,0,2017-04-03,0.25
65,335,1,0,WSH,0,2017-04-03,3,85,0.333,4,28,9,37,15,1,0.0,0,0,1,1,0,2017-04-03,0.25
66,816,1,0,WSH,0,2017-04-03,4,85,0.5,4,35,12,37,15,2,0.0,0,0,1,1,0,2017-04-03,0.5
67,640,0,0,WSH,0,2017-04-03,5,85,0.5,4,36,15,37,15,2,0.0,0,0,0,1,0,2017-04-03,0.5
68,391,0,0,WSH,0,2017-04-03,6,85,0.0,4,41,15,37,15,0,0.0,0,0,0,0,1,2017-04-03,0.0
69,380,1,0,WSH,0,2017-04-03,7,85,0.0,4,37,12,37,15,0,0.0,0,0,1,0,1,2017-04-03,0.0
70,756,3,0,WSH,0,2017-04-03,8,85,0.333,3,34,12,37,15,1,0.0,0,0,1,1,0,2017-04-03,0.3333333333333333
71,657,0,0,WSH,0,2017-04-03,9,85,0.0,2,32,11,37,15,0,0.0,0,0,0,0,1,2017-04-03,0.0
72,503,1,0,NYM,1,2017-04-03,1,48,0.0,4,30,7,28,5,0,0.0,0,0,1,0,1,2017-04-03,0.0
73,111,0,0,NYM,1,2017-04-03,2,48,0.25,4,26,5,28,5,1,0.0,0,0,0,1,0,2017-04-03,0.25
74,621,1,0,NYM,1,2017-04-03,3,48,0.75,4,31,11,28,5,3,0.0,0,0,1,1,0,2017-04-03,0.75
75,639,0,0,NYM,1,2017-04-03,4,48,0.25,4,36,15,28,5,1,0.0,0,0,0,1,0,2017-04-03,0.25
76,551,1,0,NYM,1,2017-04-03,5,48,0.0,4,37,15,28,5,0,0.0,0,0,1,0,1,2017-04-03,0.0
77,160,0,0,NYM,1,2017-04-03,6,48,0.25,4,39,17,28,5,1,0.0,0,0,0,1,0,2017-04-03,0.25
78,210,0,0,NYM,1,2017-04-03,7,48,0.0,3,35,3,28,5,0,0.0,0,0,0,0,1,2017-04-03,0.0
79,850,0,0,NYM,1,2017-04-03,8,48,0.333,3,34,12,28,5,1,0.0,0,0,0,1,0,2017-04-03,0.3333333333333333
80,650,0,0,NYM,1,2017-04-03,9,48,0.0,2,29,10,28,5,0,0.0,0,0,0,0,1,2017-04-03,0.0
81,844,3,0,NYM,0,2017-04-03,1,241,0.0,5,37,16,29,10,0,0.0,0,0,1,0,1,2017-04-03,0.0
82,557,3,0,NYM,0,2017-04-03,2,241,0.6,5,35,14,29,10,3,0.0,0,0,1,1,0,2017-04-03,0.6
83,92,0,0,NYM,0,2017-04-03,3,241,0.0,5,30,3,29,10,0,0.0,0,0,0,0,1,2017-04-03,0.0
84,189,1,0,NYM,0,2017-04-03,4,241,0.333,4,39,16,29,10,1,0.0,0,0,1,1,0,2017-04-03,0.25
85,236,3,0,NYM,0,2017-04-03,5,241,0.0,4,35,12,29,10,0,0.0,0,0,1,0,1,2017-04-03,0.0
86,291,1,0,NYM,0,2017-04-03,6,241,0.0,4,33,13,29,10,0,0.0,0,0,1,0,1,2017-04-03,0.0
87,239,1,0,NYM,0,2017-04-03,7,241,0.333,4,34,10,29,10,1,0.0,0,0,1,1,0,2017-04-03,0.25
88,451,0,0,NYM,0,2017-04-03,8,241,0.333,3,37,12,29,10,1,0.0,0,0,0,1,0,2017-04-03,0.3333333333333333
89,390,1,0,NYM,0,2017-04-03,9,241,0.5,2,28,5,29,10,1,0.0,0,0,1,1,0,2017-04-03,0.5
90,854,1,0,BOS,1,2017-04-03,1,165,0.333,5,29,5,32,12,1,4.26,0,0,1,1,0,2017-04-03,0.2
91,547,0,0,BOS,1,2017-04-03,2,165,0.0,5,32,9,32,12,0,4.26,0,0,0,0,1,2017-04-03,0.0
92,347,0,0,BOS,1,2017-04-03,3,165,0.0,4,34,12,32,12,0,4.26,0,0,0,0,1,2017-04-03,0.0
93,28,1,0,BOS,1,2017-04-03,4,165,0.25,4,29,7,32,12,1,4.26,0,0,1,1,0,2017-04-03,0.25
94,623,0,0,BOS,1,2017-04-03,5,165,0.5,4,37,11,32,12,2,4.26,0,0,0,1,0,2017-04-03,0.5
95,602,0,0,BOS,1,2017-04-03,6,165,0.333,4,34,13,32,12,1,4.26,0,0,0,1,0,2017-04-03,0.25
96,173,3,0,BOS,1,2017-04-03,7,165,0.25,4,28,5,32,12,1,4.26,0,0,1,1,0,2017-04-03,0.25
97,750,0,0,BOS,1,2017-04-03,8,165,0.25,4,33,10,32,12,1,4.26,0,0,0,1,0,2017-04-03,0.25
98,480,0,0,BOS,1,2017-04-03,9,165,0.25,4,34,9,32,12,1,4.26,0,0,0,1,0,2017-04-03,0.25
99,269,0,0,BOS,0,2017-04-03,1,296,0.25,4,37,14,30,8,1,9.0,0,0,0,1,0,2017-04-03,0.25
100,578,1,0,BOS,0,2017-04-03,2,296,0.25,4,26,5,30,8,1,9.0,0,0,1,1,0,2017-04-03,0.25
101,449,0,0,BOS,0,2017-04-03,3,296,0.333,4,28,7,30,8,1,9.0,0,0,0,1,0,2017-04-03,0.25
102,863,0,0,BOS,0,2017-04-03,4,296,0.25,4,37,15,30,8,1,9.0,0,0,0,1,0,2017-04-03,0.25
103,8,1,0,BOS,0,2017-04-03,5,296,0.0,4,35,11,30,8,0,9.0,0,0,1,0,1,2017-04-03,0.0
104,626,0,0,BOS,0,2017-04-03,6,296,0.5,4,28,8,30,8,2,9.0,0,0,0,1,0,2017-04-03,0.5
106,832,3,0,BOS,0,2017-04-03,8,296,0.25,4,34,13,30,8,1,9.0,0,0,1,1,0,2017-04-03,0.25
107,285,3,0,BOS,0,2017-04-03,9,296,0.667,3,31,9,30,8,2,9.0,0,0,1,1,0,2017-04-03,0.6666666666666666
108,579,1,0,MIL,1,2017-04-03,1,120,0.0,5,34,10,35,6,0,6.0,0,1,1,0,1,2017-04-03,0.0
109,70,0,0,MIL,1,2017-04-03,2,120,0.0,4,32,10,35,6,0,6.0,0,1,0,0,1,2017-04-03,0.0
110,741,1,0,MIL,1,2017-04-03,3,120,0.0,4,35,12,35,6,0,6.0,0,1,1,0,1,2017-04-03,0.0
111,629,0,0,MIL,1,2017-04-03,4,120,0.667,4,29,8,35,6,2,6.0,0,1,0,1,0,2017-04-03,0.5
112,440,0,0,MIL,1,2017-04-03,5,120,0.25,4,28,5,35,6,1,6.0,0,1,0,1,0,2017-04-03,0.25
113,326,1,0,MIL,1,2017-04-03,6,120,0.5,4,33,11,35,6,2,6.0,0,1,1,1,0,2017-04-03,0.5
114,69,0,0,MIL,1,2017-04-03,7,120,0.667,4,37,13,35,6,2,6.0,0,1,0,1,0,2017-04-03,0.5
115,55,1,0,MIL,1,2017-04-03,8,120,0.5,4,28,5,35,6,2,6.0,0,1,1,1,0,2017-04-03,0.5
116,806,0,0,MIL,1,2017-04-03,9,120,0.0,2,29,6,35,6,0,6.0,0,1,0,0,1,2017-04-03,0.0
117,746,3,0,MIL,0,2017-04-03,1,148,0.25,5,29,8,29,6,1,11.25,0,1,1,1,0,2017-04-03,0.2
118,398,1,0,MIL,0,2017-04-03,2,148,0.25,5,34,6,29,6,1,11.25,0,1,1,1,0,2017-04-03,0.2
119,439,0,0,MIL,0,2017-04-03,3,148,0.0,5,37,14,29,6,0,11.25,0,1,0,0,1,2017-04-03,0.0
120,396,1,0,MIL,0,2017-04-03,4,148,0.5,4,30,6,29,6,2,11.25,0,1,1,1,0,2017-04-03,0.5
121,522,0,0,MIL,0,2017-04-03,5,148,0.0,4,28,7,29,6,0,11.25,0,1,0,0,1,2017-04-03,0.0
122,732,0,0,MIL,0,2017-04-03,6,148,0.0,4,30,5,29,6,0,11.25,0,1,0,0,1,2017-04-03,0.0
123,372,0,0,MIL,0,2017-04-03,7,148,0.25,4,30,4,29,6,1,11.25,0,1,0,1,0,2017-04-03,0.25
124,467,0,0,MIL,0,2017-04-03,8,148,0.333,4,26,5,29,6,1,11.25,0,1,0,1,0,2017-04-03,0.25
126,628,0,0,BAL,1,2017-04-03,1,35,0.333,6,29,4,29,8,2,3.38,0,0,0,1,0,2017-04-03,0.3333333333333333
127,828,0,0,BAL,1,2017-04-03,2,35,0.6,6,35,10,29,8,3,3.38,0,0,0,1,0,2017-04-03,0.5
128,215,0,0,BAL,1,2017-04-03,3,35,0.0,6,40,15,29,8,0,3.38,0,0,0,0,1,2017-04-03,0.0
129,475,3,0,BAL,1,2017-04-03,4,35,0.0,5,37,13,29,8,0,3.38,0,0,1,0,1,2017-04-03,0.0
130,544,0,0,BAL,1,2017-04-03,5,35,0.0,5,36,13,29,8,0,3.38,0,0,0,0,1,2017-04-03,0.0
131,803,0,0,BAL,1,2017-04-03,6,35,0.0,5,37,14,29,8,0,3.38,0,0,0,0,1,2017-04-03,0.0
132,743,0,0,BAL,1,2017-04-03,7,35,0.6,5,37,13,29,8,3,3.38,0,0,0,1,0,2017-04-03,0.6
133,155,0,0,BAL,1,2017-04-03,8,35,0.25,5,31,8,29,8,1,3.38,0,0,0,1,0,2017-04-03,0.2
134,408,1,0,BAL,1,2017-04-03,9,35,0.667,3,33,7,29,8,2,3.38,0,0,1,1,0,2017-04-03,0.6666666666666666
135,228,1,0,BAL,0,2017-04-03,1,18,0.25,4,38,11,37,12,1,3.0,0,0,1,1,0,2017-04-03,0.25
136,614,0,0,BAL,0,2017-04-03,2,18,0.25,5,35,14,37,12,1,3.0,0,0,0,1,0,2017-04-03,0.2
137,367,0,0,BAL,0,2017-04-03,3,18,0.25,5,28,9,37,12,1,3.0,0,0,0,1,0,2017-04-03,0.2
138,825,1,0,BAL,0,2017-04-03,4,18,0.2,5,34,13,37,12,1,3.0,0,0,1,1,0,2017-04-03,0.2
139,402,0,0,BAL,0,2017-04-03,5,18,0.4,5,34,10,37,12,2,3.0,0,0,0,1,0,2017-04-03,0.4
140,106,0,0,BAL,0,2017-04-03,6,18,0.5,4,33,10,37,12,2,3.0,0,0,0,1,0,2017-04-03,0.5
141,788,1,0,BAL,0,2017-04-03,7,18,0.0,3,32,2,37,12,0,3.0,0,0,1,0,1,2017-04-03,0.0
142,677,0,0,BAL,0,2017-04-03,8,18,0.0,4,29,8,37,12,0,3.0,0,0,0,0,1,2017-04-03,0.0
143,15,0,0,BAL,0,2017-04-03,9,18,0.0,4,38,13,37,12,0,3.0,0,0,0,0,1,2017-04-03,0.0
144,324,1,0,MIN,1,2017-04-03,1,295,0.25,4,36,14,38,15,1,1.29,0,0,1,1,0,2017-04-03,0.25
145,307,1,0,MIN,1,2017-04-03,2,295,0.25,4,32,10,38,15,1,1.29,0,0,1,1,0,2017-04-03,0.25
146,16,0,0,MIN,1,2017-04-03,3,295,0.0,4,34,11,38,15,0,1.29,0,0,0,0,1,2017-04-03,0.0
147,120,1,0,MIN,1,2017-04-03,4,295,0.0,3,31,10,38,15,0,1.29,0,0,1,0,1,2017-04-03,0.0
148,589,0,0,MIN,1,2017-04-03,5,295,0.333,3,30,9,38,15,1,1.29,0,0,0,1,0,2017-04-03,0.3333333333333333
149,2,1,0,MIN,1,2017-04-03,6,295,0.0,3,37,11,38,15,0,1.29,0,0,1,0,1,2017-04-03,0.0
150,782,0,0,MIN,1,2017-04-03,7,295,0.0,3,35,4,38,15,0,1.29,0,0,0,0,1,2017-04-03,0.0
151,322,0,0,MIN,1,2017-04-03,8,295,0.0,3,34,11,38,15,0,1.29,0,0,0,0,1,2017-04-03,0.0
153,56,0,1,MIN,0,2017-04-03,1,191,0.25,5,33,9,32,10,1,1.5,0,0,1,1,0,2017-04-03,0.2
154,814,3,1,MIN,0,2017-04-03,2,191,0.0,5,31,8,32,10,0,1.5,0,0,1,0,1,2017-04-03,0.0
155,576,0,1,MIN,0,2017-04-03,3,191,0.0,5,27,6,32,10,0,1.5,0,0,1,0,1,2017-04-03,0.0
156,345,1,1,MIN,0,2017-04-03,4,191,0.0,4,37,15,32,10,0,1.5,0,0,0,0,1,2017-04-03,0.0
157,299,0,1,MIN,0,2017-04-03,5,191,0.333,4,27,6,32,10,1,1.5,0,0,1,1,0,2017-04-03,0.25
158,254,1,1,MIN,0,2017-04-03,6,191,0.667,4,33,10,32,10,2,1.5,0,0,0,1,0,2017-04-03,0.5
159,129,3,1,MIN,0,2017-04-03,7,191,0.667,4,27,7,32,10,2,1.5,0,0,1,1,0,2017-04-03,0.5
160,710,1,1,MIN,0,2017-04-03,8,191,0.25,4,27,6,32,10,1,1.5,0,0,0,1,0,2017-04-03,0.25
161,312,1,1,MIN,0,2017-04-03,9,191,0.333,4,29,6,32,10,1,1.5,0,0,0,1,0,2017-04-03,0.25
162,352,3,0,CIN,1,2017-04-03,1,74,0.2,5,30,8,37,13,1,5.79,0,0,1,1,0,2017-04-03,0.2
163,520,0,0,CIN,1,2017-04-03,2,74,0.6,5,37,15,37,13,3,5.79,0,0,0,1,0,2017-04-03,0.6
164,505,1,0,CIN,1,2017-04-03,3,74,0.333,5,29,5,37,13,1,5.79,0,0,1,1,0,2017-04-03,0.2
165,461,0,0,CIN,1,2017-04-03,4,74,0.25,5,28,7,37,13,1,5.79,0,0,0,1,0,2017-04-03,0.2
166,798,1,0,CIN,1,2017-04-03,5,74,0.333,4,34,9,37,13,1,5.79,0,0,1,1,0,2017-04-03,0.25
167,840,0,0,CIN,1,2017-04-03,6,74,0.0,4,29,2,37,13,0,5.79,0,0,0,0,1,2017-04-03,0.0
168,145,0,0,CIN,1,2017-04-03,7,74,0.0,4,32,5,37,13,0,5.79,0,0,0,0,1,2017-04-03,0.0
169,150,3,0,CIN,1,2017-04-03,8,74,0.5,4,31,9,37,13,2,5.79,0,0,1,1,0,2017-04-03,0.5
170,153,0,0,CIN,1,2017-04-03,9,74,0.333,3,33,10,37,13,1,5.79,0,0,0,1,0,2017-04-03,0.3333333333333333
171,531,3,0,CIN,0,2017-04-03,1,227,0.25,5,30,8,33,10,1,1.8,0,0,1,1,0,2017-04-03,0.2
172,509,0,0,CIN,0,2017-04-03,2,227,0.5,4,26,6,33,10,2,1.8,0,0,0,1,0,2017-04-03,0.5
173,590,1,0,CIN,0,2017-04-03,3,227,0.0,4,37,14,33,10,0,1.8,0,0,1,0,1,2017-04-03,0.0
174,59,0,0,CIN,0,2017-04-03,4,227,0.5,4,32,7,33,10,2,1.8,0,0,0,1,0,2017-04-03,0.5
175,454,0,0,CIN,0,2017-04-03,5,227,0.0,4,29,7,33,10,0,1.8,0,0,0,0,1,2017-04-03,0.0
176,447,1,0,CIN,0,2017-04-03,6,227,0.333,4,30,6,33,10,1,1.8,0,0,1,1,0,2017-04-03,0.25
177,365,0,0,CIN,0,2017-04-03,7,227,0.25,4,35,9,33,10,1,1.8,0,0,0,1,0,2017-04-03,0.25
178,519,3,0,CIN,0,2017-04-03,8,227,0.333,4,29,7,33,10,1,1.8,0,0,1,1,0,2017-04-03,0.25
180,808,0,1,LAD,1,2017-04-03,1,177,0.25,4,26,5,32,13,1,1.29,0,0,1,1,0,2017-04-03,0.25
181,421,0,1,LAD,1,2017-04-03,2,177,0.0,4,30,8,32,13,0,1.29,0,0,1,0,1,2017-04-03,0.0
182,799,3,1,LAD,1,2017-04-03,3,177,0.25,4,33,6,32,13,1,1.29,0,0,1,1,0,2017-04-03,0.25
183,845,0,1,LAD,1,2017-04-03,4,177,0.0,4,28,5,32,13,0,1.29,0,0,1,0,1,2017-04-03,0.0
184,452,1,1,LAD,1,2017-04-03,5,177,0.5,4,32,3,32,13,2,1.29,0,0,0,1,0,2017-04-03,0.5
185,3,0,1,LAD,1,2017-04-03,6,177,0.0,3,28,6,32,13,0,1.29,0,0,1,0,1,2017-04-03,0.0
186,306,3,1,LAD,1,2017-04-03,7,177,0.0,2,36,12,32,13,0,1.29,0,0,1,0,1,2017-04-03,0.0
187,812,0,1,LAD,1,2017-04-03,8,177,0.0,1,32,12,32,13,0,1.29,0,0,1,0,1,2017-04-03,0.0
188,647,1,1,LAD,1,2017-04-03,9,177,0.333,3,29,6,32,13,1,1.29,0,0,0,1,0,2017-04-03,0.3333333333333333
189,490,1,0,LAD,0,2017-04-03,1,219,0.4,5,28,3,32,12,2,24.3,0,0,1,1,0,2017-04-03,0.4
190,196,1,0,LAD,0,2017-04-03,2,219,0.4,5,26,6,32,12,2,24.3,0,0,1,1,0,2017-04-03,0.4
191,494,0,0,LAD,0,2017-04-03,3,219,0.6,5,36,12,32,12,3,24.3,0,0,0,1,0,2017-04-03,0.6
192,181,1,0,LAD,0,2017-04-03,4,219,0.5,4,38,15,32,12,1,24.3,0,0,1,1,0,2017-04-03,0.25
193,838,0,0,LAD,0,2017-04-03,5,219,0.333,5,33,10,32,12,1,24.3,0,0,0,1,0,2017-04-03,0.2
194,500,1,0,LAD,0,2017-04-03,6,219,0.333,4,28,7,32,12,1,24.3,0,0,1,1,0,2017-04-03,0.25
195,137,3,0,LAD,0,2017-04-03,7,219,0.4,5,32,9,32,12,2,24.3,0,0,1,1,0,2017-04-03,0.4
196,685,0,0,LAD,0,2017-04-03,8,219,0.333,5,30,7,32,12,1,24.3,0,0,0,1,0,2017-04-03,0.2
197,483,1,0,LAD,0,2017-04-03,9,219,0.5,3,32,13,32,12,1,24.3,0,0,1,1,0,2017-04-03,0.3333333333333333
198,556,3,0,TEX,1,2017-04-03,1,278,0.5,5,34,11,34,8,2,5.68,1,1,1,1,0,2017-04-03,0.4
199,711,3,0,TEX,1,2017-04-03,2,278,0.0,5,27,6,34,8,0,5.68,1,1,1,0,1,2017-04-03,0.0
200,422,1,0,TEX,1,2017-04-03,3,278,0.2,5,33,12,34,8,1,5.68,1,1,1,1,0,2017-04-03,0.2
201,123,0,0,TEX,1,2017-04-03,4,278,0.4,5,37,16,34,8,2,5.68,1,1,0,1,0,2017-04-03,0.4
203,142,0,0,TEX,1,2017-04-03,6,278,0.0,4,33,9,34,8,0,5.68,1,1,0,0,1,2017-04-03,0.0
204,179,1,0,TEX,1,2017-04-03,7,278,0.25,4,29,5,34,8,1,5.68,1,1,1,1,0,2017-04-03,0.25
205,348,0,0,TEX,1,2017-04-03,8,278,0.25,4,30,3,34,8,1,5.68,1,1,0,1,0,2017-04-03,0.25
206,510,3,0,TEX,1,2017-04-03,9,278,0.5,4,31,8,34,8,1,5.68,1,1,1,1,0,2017-04-03,0.25
207,119,0,0,TEX,0,2017-04-03,1,178,0.25,5,35,13,34,10,1,7.5,1,1,0,1,0,2017-04-03,0.2
209,263,1,0,TEX,0,2017-04-03,3,178,0.5,4,25,5,34,10,2,7.5,1,1,1,1,0,2017-04-03,0.5
210,526,0,0,TEX,0,2017-04-03,4,178,0.0,4,39,12,34,10,0,7.5,1,1,0,0,1,2017-04-03,0.0
211,703,1,0,TEX,0,2017-04-03,5,178,0.5,4,26,7,34,10,2,7.5,1,1,1,1,0,2017-04-03,0.5
