,Batter,Batter_Handedness,Pitcher_Handedness,Stadium,Batter_Home,Date,Position_In_Lineup,Pitcher,Batting_Average,Number_Of_Plate_Appearances,Batter_Age,Batter_Exp,Pitcher_Age,Pitcher_Exp,Number_Of_Hits,ERA,Stadium_Turf,Stadium_Dome,Difference_Batter_And_Pitcher,Hit,No_Hit,DateTime,Hit_Prob
89,530,0,0,MIA,0,2018-03-30,9,65,0.0,2,29,4,31,7,0,1.5,1,1,0,0,1,2018-03-30,0.0
90,360,3,0,ATL,1,2018-03-30,1,50,0.444,6,30,8,29,7,2,3.6,0,0,1,1,0,2018-03-30,0.3333333333333333
91,560,3,0,ATL,1,2018-03-30,2,50,0.125,6,34,11,29,7,1,3.6,0,0,1,1,0,2018-03-30,0.16666666666666666
92,508,1,0,ATL,1,2018-03-30,3,50,0.167,6,29,5,29,7,1,3.6,0,0,1,1,0,2018-03-30,0.16666666666666666
93,799,0,0,ATL,1,2018-03-30,4,50,0.5,5,27,4,29,7,2,3.6,0,0,0,1,0,2018-03-30,0.4
94,588,0,0,ATL,1,2018-03-30,5,50,0.143,5,29,6,29,7,0,3.6,0,0,0,0,1,2018-03-30,0.0
95,725,0,0,ATL,1,2018-03-30,6,50,0.4,5,26,3,29,7,2,3.6,0,0,0,1,0,2018-03-30,0.4
96,635,3,0,ATL,1,2018-03-30,7,50,0.143,5,29,4,29,7,0,3.6,0,0,1,0,1,2018-03-30,0.0
97,9,0,0,ATL,1,2018-03-30,8,50,0.0,2,27,4,29,7,0,3.6,0,0,0,0,1,2018-03-30,0.0
98,377,1,0,ATL,1,2018-03-30,9,50,0.143,5,25,4,29,7,1,3.6,0,0,1,1,0,2018-03-30,0.2
99,507,1,0,ATL,0,2018-03-30,1,333,0.222,6,30,7,27,4,1,6.75,0,0,1,1,0,2018-03-30,0.16666666666666666
100,151,3,0,ATL,0,2018-03-30,2,333,0.1,5,23,4,27,4,0,6.75,0,0,1,0,1,2018-03-30,0.0
101,621,1,0,ATL,0,2018-03-30,3,333,0.25,5,31,11,27,4,0,6.75,0,0,1,0,1,2018-03-30,0.0
102,552,1,0,ATL,0,2018-03-30,4,333,0.222,5,37,15,27,4,1,6.75,0,0,1,1,0,2018-03-30,0.2
103,45,0,0,ATL,0,2018-03-30,5,333,0.333,2,37,14,27,4,0,6.75,0,0,0,0,1,2018-03-30,0.0
104,281,1,0,ATL,0,2018-03-30,6,333,0.375,4,30,3,27,4,2,6.75,0,0,1,1,0,2018-03-30,0.5
105,117,0,0,ATL,0,2018-03-30,7,333,0.375,4,26,5,27,4,3,6.75,0,0,0,1,0,2018-03-30,0.75
106,820,1,0,ATL,0,2018-03-30,8,333,0.375,5,34,8,27,4,2,6.75,0,0,1,1,0,2018-03-30,0.4
107,203,0,0,ATL,0,2018-03-30,9,333,0.0,2,29,7,27,4,0,6.75,0,0,0,0,1,2018-03-30,0.0
108,662,0,0,TEX,1,2018-03-30,1,111,0.25,4,31,7,36,10,1,1.8,1,1,0,1,0,2018-03-30,0.25
109,365,1,0,TEX,1,2018-03-30,2,111,0.0,4,33,12,36,10,0,1.8,1,1,1,0,1,2018-03-30,0.0
110,340,0,0,TEX,1,2018-03-30,3,111,0.333,4,30,10,36,10,2,1.8,1,1,0,1,0,2018-03-30,0.5
111,773,0,0,TEX,1,2018-03-30,4,111,0.167,4,26,6,36,10,0,1.8,1,1,0,0,1,2018-03-30,0.0
112,66,0,0,TEX,1,2018-03-30,5,111,0.167,4,26,5,36,10,0,1.8,1,1,0,0,1,2018-03-30,0.0
113,482,3,0,TEX,1,2018-03-30,6,111,0.167,4,31,9,36,10,0,1.8,1,1,1,0,1,2018-03-30,0.0
114,201,0,0,TEX,1,2018-03-30,7,111,0.143,4,34,6,36,10,1,1.8,1,1,0,1,0,2018-03-30,0.25
115,72,1,0,TEX,1,2018-03-30,8,111,0.0,2,27,4,36,10,0,1.8,1,1,1,0,1,2018-03-30,0.0
116,598,0,0,TEX,1,2018-03-30,9,111,0.25,4,29,8,36,10,1,1.8,1,1,0,1,0,2018-03-30,0.25
117,108,0,1,TEX,0,2018-03-30,1,152,0.143,4,28,6,32,9,1,4.5,1,1,1,1,0,2018-03-30,0.25
118,50,1,1,TEX,0,2018-03-30,2,152,0.25,4,27,6,32,9,2,4.5,1,1,0,1,0,2018-03-30,0.5
119,202,0,1,TEX,0,2018-03-30,3,152,0.571,4,32,12,32,9,2,4.5,1,1,1,1,0,2018-03-30,0.5
120,426,0,1,TEX,0,2018-03-30,4,152,0.375,4,41,21,32,9,1,4.5,1,1,1,1,0,2018-03-30,0.25
121,271,1,1,TEX,0,2018-03-30,5,152,0.167,4,25,5,32,9,1,4.5,1,1,0,1,0,2018-03-30,0.25
123,229,0,1,TEX,0,2018-03-30,7,152,0.0,4,36,9,32,9,0,4.5,1,1,1,0,1,2018-03-30,0.0
124,713,1,1,TEX,0,2018-03-30,8,152,0.2,4,26,7,32,9,0,4.5,1,1,0,0,1,2018-03-30,0.0
125,651,0,1,TEX,0,2018-03-30,9,152,0.0,3,30,5,32,9,0,4.5,1,1,1,0,1,2018-03-30,0.0
126,583,1,1,ARI,1,2018-03-30,1,186,0.143,5,34,10,29,7,1,10.8,1,1,0,1,0,2018-03-30,0.2
127,78,0,1,ARI,1,2018-03-30,2,186,0.167,5,32,10,29,7,0,10.8,1,1,1,0,1,2018-03-30,0.0
128,634,0,1,ARI,1,2018-03-30,3,186,0.444,5,29,8,29,7,2,10.8,1,1,1,1,0,2018-03-30,0.4
129,443,0,1,ARI,1,2018-03-30,4,186,0.111,5,28,5,29,7,0,10.8,1,1,1,0,1,2018-03-30,0.0
130,754,1,1,ARI,1,2018-03-30,5,186,0.25,5,35,12,29,7,2,10.8,1,1,0,1,0,2018-03-30,0.4
131,513,0,1,ARI,1,2018-03-30,6,186,0.375,4,35,11,29,7,2,10.8,1,1,1,1,0,2018-03-30,0.5
132,335,1,1,ARI,1,2018-03-30,7,186,0.25,4,33,11,29,7,1,10.8,1,1,0,1,0,2018-03-30,0.25
133,744,0,1,ARI,1,2018-03-30,8,186,0.714,4,37,14,29,7,2,10.8,1,1,1,1,0,2018-03-30,0.5
134,573,1,1,ARI,1,2018-03-30,9,186,0.0,1,31,5,29,7,0,10.8,1,1,0,0,1,2018-03-30,0.0
135,577,1,1,ARI,0,2018-03-30,1,300,0.375,5,33,7,31,5,0,27.0,1,1,0,0,1,2018-03-30,0.0
136,75,3,1,ARI,0,2018-03-30,2,300,0.125,4,27,6,31,5,0,27.0,1,1,1,0,1,2018-03-30,0.0
137,372,0,1,ARI,0,2018-03-30,3,300,0.0,4,33,10,31,5,0,27.0,1,1,1,0,1,2018-03-30,0.0
138,79,0,1,ARI,0,2018-03-30,4,300,0.375,4,33,9,31,5,2,27.0,1,1,1,1,0,2018-03-30,0.5
139,803,0,1,ARI,0,2018-03-30,5,300,0.5,4,29,8,31,5,2,27.0,1,1,1,1,0,2018-03-30,0.5
140,416,1,1,ARI,0,2018-03-30,6,300,0.375,4,30,7,31,5,1,27.0,1,1,0,1,0,2018-03-30,0.25
141,782,0,1,ARI,0,2018-03-30,7,300,0.571,4,30,7,31,5,3,27.0,1,1,1,1,0,2018-03-30,0.75
142,701,0,1,ARI,0,2018-03-30,8,300,0.0,4,29,8,31,5,0,27.0,1,1,1,0,1,2018-03-30,0.0
143,255,1,1,ARI,0,2018-03-30,9,300,0.0,2,29,7,31,5,0,27.0,1,1,0,0,1,2018-03-30,0.0
144,666,0,1,OAK,1,2018-03-30,1,55,0.25,4,38,14,28,5,1,1.17,0,0,1,1,0,2018-03-30,0.25
145,665,0,1,OAK,1,2018-03-30,2,55,0.1,4,29,10,28,5,1,1.17,0,0,1,1,0,2018-03-30,0.25
146,262,0,1,OAK,1,2018-03-30,3,55,0.222,4,33,14,28,5,2,1.17,0,0,1,1,0,2018-03-30,0.5
147,373,0,1,OAK,1,2018-03-30,4,55,0.222,4,40,20,28,5,0,1.17,0,0,1,0,1,2018-03-30,0.0
148,374,0,1,OAK,1,2018-03-30,5,55,0.3,4,35,9,28,5,0,1.17,0,0,1,0,1,2018-03-30,0.0
149,640,1,1,OAK,1,2018-03-30,6,55,0.375,3,33,9,28,5,0,1.17,0,0,0,0,1,2018-03-30,0.0
150,594,0,1,OAK,1,2018-03-30,7,55,0.429,3,31,9,28,5,2,1.17,0,0,1,1,0,2018-03-30,0.6666666666666666
151,120,0,1,OAK,1,2018-03-30,8,55,0.0,3,37,13,28,5,0,1.17,0,0,1,0,1,2018-03-30,0.0
152,804,0,1,OAK,1,2018-03-30,9,55,0.375,3,34,10,28,5,0,1.17,0,0,1,0,1,2018-03-30,0.0
153,477,0,1,OAK,0,2018-03-30,1,299,0.444,4,30,8,29,7,1,0.0,0,0,1,1,0,2018-03-30,0.25
154,385,0,1,OAK,0,2018-03-30,2,299,0.0,3,31,5,29,7,0,0.0,0,0,1,0,1,2018-03-30,0.0
155,586,3,1,OAK,0,2018-03-30,3,299,0.333,4,36,12,29,7,1,0.0,0,0,1,1,0,2018-03-30,0.25
156,472,0,1,OAK,0,2018-03-30,4,299,0.286,4,33,8,29,7,0,0.0,0,0,1,0,1,2018-03-30,0.0
157,462,1,1,OAK,0,2018-03-30,5,299,0.222,4,26,5,29,7,1,0.0,0,0,0,1,0,2018-03-30,0.25
158,383,0,1,OAK,0,2018-03-30,6,299,0.125,4,29,6,29,7,1,0.0,0,0,1,1,0,2018-03-30,0.25
159,446,0,1,OAK,0,2018-03-30,7,299,0.125,4,27,4,29,7,1,0.0,0,0,1,1,0,2018-03-30,0.25
160,600,0,1,OAK,0,2018-03-30,8,299,0.25,4,34,11,29,7,1,0.0,0,0,1,1,0,2018-03-30,0.25
161,659,0,1,OAK,0,2018-03-30,9,299,0.0,2,28,5,29,7,0,0.0,0,0,1,0,1,2018-03-30,0.0
162,19,0,1,SD,1,2018-03-30,1,322,0.5,5,34,11,27,3,2,5.79,0,0,1,1,0,2018-03-30,0.4
163,787,1,1,SD,1,2018-03-30,2,322,0.222,5,29,8,27,3,1,5.79,0,0,0,1,0,2018-03-30,0.2
164,442,0,1,SD,1,2018-03-30,3,322,0.125,5,37,14,27,3,1,5.79,0,0,1,1,0,2018-03-30,0.2
165,397,1,1,SD,1,2018-03-30,4,322,0.3,5,30,6,27,3,2,5.79,0,0,0,1,0,2018-03-30,0.4
166,523,0,1,SD,1,2018-03-30,5,322,0.333,4,28,7,27,3,1,5.79,0,0,1,1,0,2018-03-30,0.25
167,74,0,1,SD,1,2018-03-30,6,322,0.111,4,33,7,27,3,1,5.79,0,0,1,1,0,2018-03-30,0.25
168,835,0,1,SD,1,2018-03-30,7,322,0.0,2,29,9,27,3,0,5.79,0,0,1,0,1,2018-03-30,0.0
169,471,0,1,SD,1,2018-03-30,8,322,0.222,4,26,5,27,3,1,5.79,0,0,1,1,0,2018-03-30,0.25
171,817,0,0,SD,0,2018-03-30,1,240,0.222,5,26,5,32,12,1,10.8,0,0,0,1,0,2018-03-30,0.2
172,423,0,0,SD,0,2018-03-30,2,240,0.222,4,30,8,32,12,2,10.8,0,0,0,1,0,2018-03-30,0.5
173,124,1,0,SD,0,2018-03-30,3,240,0.25,5,31,10,32,12,2,10.8,0,0,1,1,0,2018-03-30,0.4
174,46,0,0,SD,0,2018-03-30,4,240,0.3,5,31,6,32,12,1,10.8,0,0,0,1,0,2018-03-30,0.2
175,490,1,0,SD,0,2018-03-30,5,240,0.286,5,29,3,32,12,1,10.8,0,0,1,1,0,2018-03-30,0.2
176,155,3,0,SD,0,2018-03-30,6,240,0.444,5,31,9,32,12,2,10.8,0,0,1,1,0,2018-03-30,0.4
177,711,1,0,SD,0,2018-03-30,7,240,0.2,4,29,6,32,12,1,10.8,0,0,1,1,0,2018-03-30,0.25
178,2,0,0,SD,0,2018-03-30,8,240,0.125,4,28,6,32,12,1,10.8,0,0,0,1,0,2018-03-30,0.25
179,87,1,0,SD,0,2018-03-30,9,240,0.0,2,27,3,32,12,0,10.8,0,0,1,0,1,2018-03-30,0.0
180,485,0,1,LAD,1,2018-03-30,1,235,0.125,4,33,9,29,8,0,0.0,0,0,1,0,1,2018-03-30,0.0
181,589,1,1,LAD,1,2018-03-30,2,235,0.429,4,30,7,29,8,1,0.0,0,0,0,1,0,2018-03-30,0.25
182,354,0,1,LAD,1,2018-03-30,3,235,0.125,4,34,12,29,8,0,0.0,0,0,1,0,1,2018-03-30,0.0
183,384,0,1,LAD,1,2018-03-30,4,235,0.0,4,33,11,29,8,0,0.0,0,0,1,0,1,2018-03-30,0.0
184,694,0,1,LAD,1,2018-03-30,5,235,0.0,4,35,13,29,8,0,0.0,0,0,1,0,1,2018-03-30,0.0
185,84,0,1,LAD,1,2018-03-30,6,235,0.286,3,37,14,29,8,0,0.0,0,0,1,0,1,2018-03-30,0.0
186,104,1,1,LAD,1,2018-03-30,7,235,0.143,3,32,10,29,8,0,0.0,0,0,0,0,1,2018-03-30,0.0
187,705,1,1,LAD,1,2018-03-30,8,235,0.286,3,33,10,29,8,1,0.0,0,0,0,1,0,2018-03-30,0.3333333333333333
188,716,0,1,LAD,1,2018-03-30,9,235,0.0,2,34,13,29,8,0,0.0,0,0,1,0,1,2018-03-30,0.0
189,861,0,0,LAD,0,2018-03-30,1,227,0.143,3,30,7,34,13,1,0.0,0,0,0,1,0,2018-03-30,0.3333333333333333
190,198,1,0,LAD,0,2018-03-30,2,227,0.0,3,26,6,34,13,0,0.0,0,0,1,0,1,2018-03-30,0.0
191,690,0,0,LAD,0,2018-03-30,3,227,0.0,3,30,7,34,13,0,0.0,0,0,0,0,1,2018-03-30,0.0
192,282,1,0,LAD,0,2018-03-30,4,227,0.0,3,25,4,34,13,0,0.0,0,0,1,0,1,2018-03-30,0.0
193,144,3,0,LAD,0,2018-03-30,5,227,0.333,3,32,9,34,13,0,0.0,0,0,1,0,1,2018-03-30,0.0
194,643,0,0,LAD,0,2018-03-30,6,227,0.167,3,36,15,34,13,0,0.0,0,0,0,0,1,2018-03-30,0.0
195,95,1,0,LAD,0,2018-03-30,7,227,0.25,3,42,16,34,13,0,0.0,0,0,1,0,1,2018-03-30,0.0
196,842,0,0,LAD,0,2018-03-30,8,227,0.0,3,33,10,34,13,0,0.0,0,0,0,0,1,2018-03-30,0.0
197,456,0,0,LAD,0,2018-03-30,9,227,0.0,2,29,8,34,13,0,0.0,0,0,0,0,1,2018-03-30,0.0
198,641,3,0,NYM,1,2018-03-31,1,210,0.0,5,34,13,32,7,0,1.59,0,0,1,0,1,2018-03-31,0.0
199,248,0,0,NYM,1,2018-03-31,2,210,0.143,4,32,7,32,7,1,1.59,0,0,0,1,0,2018-03-31,0.25
200,652,1,0,NYM,1,2018-03-31,3,210,0.25,4,35,10,32,7,1,1.59,0,0,1,1,0,2018-03-31,0.25
201,208,0,0,NYM,1,2018-03-31,4,210,0.0,4,30,8,32,7,0,1.59,0,0,0,0,1,2018-03-31,0.0
202,599,0,0,NYM,1,2018-03-31,5,210,0.714,4,32,5,32,7,2,1.59,0,0,0,1,0,2018-03-31,0.5
203,750,0,0,NYM,1,2018-03-31,6,210,0.429,4,38,17,32,7,2,1.59,0,0,0,1,0,2018-03-31,0.5
204,692,0,0,NYM,1,2018-03-31,7,210,0.25,4,27,4,32,7,1,1.59,0,0,0,1,0,2018-03-31,0.25
205,568,1,0,NYM,1,2018-03-31,8,210,0.0,4,30,8,32,7,0,1.59,0,0,1,0,1,2018-03-31,0.0
206,13,0,0,NYM,1,2018-03-31,9,210,0.0,2,29,8,32,7,0,1.59,0,0,0,0,1,2018-03-31,0.0
207,561,3,0,NYM,0,2018-03-31,1,112,0.333,5,35,14,29,8,3,7.71,0,0,1,1,0,2018-03-31,0.6
208,94,0,0,NYM,0,2018-03-31,2,112,0.429,5,30,3,29,8,1,7.71,0,0,0,1,0,2018-03-31,0.2
